,Nr,Artikelnr,Istmenge,Kst Id,Beginn,Ende
0,18005,717221,22000,ZSK 70/8,21.02.2022 20:15:00,22.02.2022 18:00:00
1,18006,717221,22000,ZSK 70/8,22.02.2022 18:00:00,23.02.2022 14:45:00
2,18007,717221,22000,ZSK 70/8,23.02.2022 14:45:00,24.02.2022 10:00:00
3,18008,717221,19000,ZSK 70/8,26.02.2022 01:00:00,01.03.2022 06:00:00
4,18008,717221,19000,ZSK 70/8,26.02.2022 01:00:00,01.03.2022 06:00:00
5,18009,717221,22000,ZSK 70/8,01.03.2022 07:45:00,02.03.2022 06:05:00
6,18010,717221,22000,ZSK 70/8,02.03.2022 06:05:00,03.03.2022 01:45:00
7,18080,717221,7000,ZSK 70/4,24.02.2022 00:30:00,24.02.2022 11:00:00
8,18080,717221,7500,ZSK 70/5,24.02.2022 00:30:00,24.02.2022 11:00:00
9,18080,717221,7500,ZSK 70/9,24.02.2022 00:30:00,24.02.2022 11:00:00
10,18081,717221,7500,ZSK 70/4,24.02.2022 11:00:00,24.02.2022 20:45:00
11,18081,717221,7000,ZSK 70/5,24.02.2022 11:00:00,24.02.2022 20:45:00
12,18081,717221,7500,ZSK 70/9,24.02.2022 11:00:00,24.02.2022 20:45:00
13,18082,717221,7500,ZSK 70/4,24.02.2022 20:45:00,25.02.2022 11:00:00
14,18082,717221,7500,ZSK 70/9,24.02.2022 20:45:00,25.02.2022 11:00:00
15,18083,717221,7000,ZSK 70/4,25.02.2022 06:30:00,25.02.2022 16:45:00
16,18083,717221,7500,ZSK 70/5,25.02.2022 06:30:00,25.02.2022 16:45:00
17,18083,717221,7500,ZSK 70/9,25.02.2022 06:30:00,25.02.2022 16:45:00
18,18084,717221,7500,ZSK 70/4,25.02.2022 16:45:00,26.02.2022 03:00:00
19,18084,717221,7000,ZSK 70/5,25.02.2022 16:45:00,26.02.2022 03:00:00
20,18084,717221,7500,ZSK 70/9,25.02.2022 16:45:00,26.02.2022 01:45:00
21,18103,717221,22000,ZSK 70/8,03.03.2022 01:45:00,03.03.2022 19:05:00
22,18104,717221,22000,ZSK 70/8,03.03.2022 19:05:00,04.03.2022 14:20:00
23,18105,717221,22000,ZSK 70/8,04.03.2022 14:20:00,07.03.2022 13:30:00
24,18211,717221,22000,ZSK 70/8,07.03.2022 13:30:00,08.03.2022 07:45:00
25,18212,717221,22000,ZSK 70/8,08.03.2022 07:45:00,09.03.2022 02:15:00
26,18213,717221,22000,ZSK 70/8,09.03.2022 02:15:00,09.03.2022 20:30:00
27,18214,717221,22000,ZSK 70/8,09.03.2022 20:30:00,10.03.2022 17:50:00
28,18215,717221,22000,ZSK 70/8,10.03.2022 17:50:00,11.03.2022 11:40:00
29,18216,717221,22000,ZSK 70/8,11.03.2022 11:40:00,14.03.2022 13:00:00
30,18295,717221,22000,ZSK 70/8,15.03.2022 13:00:00,15.03.2022 06:45:00
31,18296,717221,22000,ZSK 70/8,15.03.2022 06:45:00,16.03.2022 01:40:00
32,18297,717221,22000,ZSK 70/8,16.03.2022 01:40:00,16.03.2022 18:15:00
33,18298,717221,22000,ZSK 70/8,16.03.2022 18:15:00,17.03.2022 13:45:00
34,18299,717221,22000,ZSK 70/8,17.03.2022 13:45:00,18.03.2022 12:45:00
35,18300,717221,12000,ZSK 70/8,18.03.2022 12:45:00,18.03.2022 23:15:00
36,18301,717221,22000,ZSK 70/8,24.03.2022 08:00:00,25.03.2022 02:15:00
37,18302,717221,22000,ZSK 70/8,25.03.2022 02:15:00,25.03.2022 21:10:00
38,18303,717221,22000,ZSK 70/8,25.03.2022 21:10:00,28.03.2022 19:30:00
39,18304,717221,22000,ZSK 70/8,28.03.2022 19:30:00,29.03.2022 13:40:00
40,18305,717221,22000,ZSK 70/8,29.03.2022 13:40:00,30.03.2022 17:30:00
41,18306,717221,22000,ZSK 70/8,30.03.2022 17:30:00,31.03.2022 13:20:00
42,18307,717221,22000,ZSK 70/8,31.03.2022 13:20:00,31.03.2022 23:59:00
43,18314,717221,15000,ZSK 70/5,14.03.2022 10:00:00,15.03.2022 06:30:00
44,18314,717221,7000,ZSK 70/9,14.03.2022 20:00:00,15.03.2022 06:30:00
45,18315,717221,11000,ZSK 70/5,15.03.2022 06:30:00,16.03.2022 05:25:00
46,18315,717221,11000,ZSK 70/9,15.03.2022 06:30:00,16.03.2022 05:25:00
47,18316,717221,16000,ZSK 70/5,16.03.2022 05:25:00,17.03.2022 01:45:00
48,18316,717221,6000,ZSK 70/9,16.03.2022 05:25:00,17.03.2022 01:45:00
49,18317,717221,18000,ZSK 70/5,17.03.2022 01:45:00,18.03.2022 03:20:00
50,18317,717221,4000,ZSK 70/9,17.03.2022 01:45:00,18.03.2022 03:20:00
51,18318,717221,11000,ZSK 70/5,18.03.2022 03:20:00,18.03.2022 18:25:00
52,18318,717221,11000,ZSK 70/9,18.03.2022 03:20:00,18.03.2022 18:25:00
53,18319,717221,3500,ZSK 70/5,18.03.2022 18:25:00,18.03.2022 23:15:00
54,18319,717221,3500,ZSK 70/9,18.03.2022 18:25:00,18.03.2022 23:15:00
55,18326,717221,7000,ZSK 70/4,22.03.2022 10:00:00,22.03.2022 20:10:00
56,18326,717221,9000,ZSK 70/5,22.03.2022 09:00:00,22.03.2022 20:10:00
57,18326,717221,6000,ZSK 70/9,22.03.2022 00:15:00,22.03.2022 00:00:00
58,18327,717221,11000,ZSK 70/4,22.03.2022 20:10:00,23.03.2022 11:30:00
59,18327,717221,11000,ZSK 70/5,22.03.2022 20:10:00,23.03.2022 11:30:00
60,18328,717221,8000,ZSK 70/4,23.03.2022 11:30:00,23.03.2022 22:30:00
61,18328,717221,8000,ZSK 70/5,23.03.2022 11:30:00,23.03.2022 22:30:00
62,18328,717221,6000,ZSK 70/9,23.03.2022 11:30:00,23.03.2022 22:30:00
63,18329,717221,7500,ZSK 70/4,23.03.2022 22:30:00,24.03.2022 07:50:00
64,18329,717221,7500,ZSK 70/5,23.03.2022 22:30:00,24.03.2022 07:50:00
65,18329,717221,7000,ZSK 70/9,23.03.2022 22:30:00,24.03.2022 07:45:00
66,18329,717221,7500,ZSK 70/4,23.03.2022 22:30:00,24.03.2022 07:50:00
67,18329,717221,7500,ZSK 70/5,23.03.2022 22:30:00,24.03.2022 07:50:00
68,18329,717221,7000,ZSK 70/9,23.03.2022 22:30:00,24.03.2022 07:45:00
69,18330,717221,8000,ZSK 70/4,24.03.2022 07:30:00,24.03.2022 19:20:00
70,18330,717221,8000,ZSK 70/5,24.03.2022 07:30:00,24.03.2022 19:20:00
71,18330,717221,6000,ZSK 70/9,24.03.2022 07:30:00,24.03.2022 19:20:00
72,18331,717221,7500,ZSK 70/4,24.03.2022 19:20:00,25.03.2022 05:25:00
73,18331,717221,7500,ZSK 70/5,24.03.2022 19:20:00,25.03.2022 05:25:00
74,18331,717221,7000,ZSK 70/9,24.03.2022 19:20:00,25.03.2022 05:25:00
75,18332,717221,9000,ZSK 70/4,25.03.2022 05:25:00,25.03.2022 18:00:00
76,18332,717221,8000,ZSK 70/5,25.03.2022 05:25:00,25.03.2022 18:00:00
77,18332,717221,5000,ZSK 70/9,25.03.2022 05:25:00,25.03.2022 18:00:00
78,18333,717221,9000,ZSK 70/4,25.03.2022 18:00:00,28.03.2022 09:50:00
79,18333,717221,9000,ZSK 70/5,25.03.2022 18:00:00,28.03.2022 09:50:00
80,18333,717221,4000,ZSK 70/9,25.03.2022 18:00:00,26.03.2022 02:00:00
81,18334,717221,11000,ZSK 70/4,28.03.2022 09:50:00,29.03.2022 00:35:00
82,18334,717221,11000,ZSK 70/5,28.03.2022 09:50:00,29.03.2022 00:35:00
83,18335,717221,11000,ZSK 70/4,29.03.2022 00:35:00,29.03.2022 16:15:00
84,18335,717221,11000,ZSK 70/5,29.03.2022 00:35:00,29.03.2022 16:15:00
85,18336,717221,11000,ZSK 70/4,29.03.2022 16:15:00,30.03.2022 06:30:00
86,18336,717221,11000,ZSK 70/5,29.03.2022 16:15:00,30.03.2022 06:30:00
87,18337,717221,11000,ZSK 70/4,30.03.2022 06:30:00,30.03.2022 21:30:00
88,18337,717221,11000,ZSK 70/5,30.03.2022 06:30:00,30.03.2022 21:30:00
89,18338,717221,11000,ZSK 70/4,30.03.2022 21:30:00,31.03.2022 12:20:00
90,18338,717221,11000,ZSK 70/5,30.03.2022 21:30:00,31.03.2022 12:20:00
91,18339,717221,11000,ZSK 70/4,31.03.2022 12:40:00,31.03.2022 23:59:00
92,18339,717221,11000,ZSK 70/5,31.03.2022 12:20:00,31.03.2022 23:59:00
93,18358,717221,22000,ZSK 70/8,24.02.2022 10:00:00,25.02.2022 07:00:00
94,18359,717221,22000,ZSK 70/8,25.02.2022 07:00:00,26.02.2022 01:30:00
95,18452,717221,22000,ZSK 70/8,04.04.2022 15:00:00,05.04.2022 10:50:00
96,18453,717221,22000,ZSK 70/8,05.04.2022 10:50:00,06.04.2022 05:20:00
97,18454,717221,22000,ZSK 70/8,06.04.2022 05:20:00,07.04.2022 01:25:00
98,18455,717221,22000,ZSK 70/8,07.04.2022 01:25:00,07.04.2022 17:55:00
99,18456,717221,22000,ZSK 70/8,07.04.2022 17:55:00,08.04.2022 13:00:00
100,18457,717221,22000,ZSK 70/8,08.04.2022 13:00:00,11.04.2022 11:00:00
101,18458,717221,22000,ZSK 70/8,11.04.2022 11:00:00,12.04.2022 11:30:00
102,18459,717221,22000,ZSK 70/8,12.04.2022 11:30:00,13.04.2022 05:40:00
103,18460,717221,22000,ZSK 70/8,13.04.2022 05:40:00,14.04.2022 00:01:00
104,18461,717221,22000,ZSK 70/8,14.04.2022 00:00:00,14.04.2022 18:20:00
105,18462,717221,23000,ZSK 70/8,20.04.2022 00:00:00,20.04.2022 00:00:00
106,18463,717221,22000,ZSK 70/8,14.04.2022 18:20:00,19.04.2022 20:00:00
107,18463,717221,22000,ZSK 70/8,14.04.2022 18:20:00,19.04.2022 20:00:00
108,18464,717221,22000,ZSK 70/8,20.04.2022 22:45:00,22.04.2022 03:45:00
109,18465,717221,22000,ZSK 70/8,22.04.2022 03:45:00,22.04.2022 22:15:00
110,18466,717221,22000,ZSK 70/8,22.04.2022 22:15:00,25.04.2022 22:40:00
111,18467,717221,22000,ZSK 70/8,25.04.2022 22:40:00,26.04.2022 17:40:00
112,18468,717221,22000,ZSK 70/8,26.04.2022 17:40:00,27.04.2022 12:30:00
113,18469,717221,22000,ZSK 70/8,27.04.2022 12:30:00,28.04.2022 09:00:00
114,18470,717221,22000,ZSK 70/8,28.04.2022 09:00:00,29.04.2022 03:15:00
115,18471,717221,22000,ZSK 70/8,29.04.2022 03:15:00,29.04.2022 21:30:00
116,18472,717221,4000,ZSK 70/8,29.04.2022 21:30:00,30.04.2022 03:00:00
117,18472,717221,18000,ZSK 70/8,02.05.2022 08:00:00,03.05.2022 22:45:00
118,18473,717221,22000,ZSK 70/8,02.05.2022 22:45:00,03.05.2022 16:20:00
119,18555,717221,22000,ZSK 70/8,13.07.2022 00:00:00,13.07.2022 00:00:00
120,18557,717221,22000,ZSK 70/8,14.07.2022 10:00:00,14.07.2022 20:00:00
121,18564,717221,22000,ZSK 70/4,23.08.2022 00:00:00,23.08.2022 20:00:00
122,18565,717221,10000,ZSK 70/4,30.08.2022 00:00:00,30.08.2022 20:00:00
123,18567,717221,10000,ZSK 70/5,05.09.2022 00:00:00,05.09.2022 20:00:00
124,18568,717221,10000,ZSK 70/5,05.09.2022 00:00:00,05.09.2022 20:00:00
125,18569,717221,100,ZSK 70/4,14.09.2022 00:00:00,14.09.2022 00:00:00
126,18584,717221,1000,ZSK 70/4,29.09.2022 00:00:00,29.09.2022 00:00:00
127,18585,717221,500,ZSK 70/4,29.09.2022 10:00:00,29.09.2022 11:00:00
128,18585,717221,500,ZSK 70/5,29.09.2022 10:00:00,29.09.2022 11:00:00
129,18616,717221,1000,ZSK 70/8,16.11.2022 00:00:00,16.11.2022 00:00:00
130,18617,717221,22000,ZSK 70/8,03.05.2022 16:20:00,04.05.2022 13:00:00
131,18617,717221,1000,ZSK 70/8,16.11.2022 00:00:00,16.11.2022 00:00:00
132,18618,717221,22000,ZSK 70/8,04.05.2022 13:00:00,05.05.2022 07:30:00
133,18618,717221,1000,ZSK 70/8,16.11.2022 01:00:00,16.11.2022 02:30:00
134,18619,717221,22000,ZSK 70/8,05.05.2022 07:30:00,06.05.2022 07:20:00
135,18619,717221,1000,ZSK 70/8,17.11.2022 00:00:00,17.11.2022 00:00:00
136,18620,717221,22000,ZSK 70/8,06.05.2022 07:20:00,07.05.2022 01:50:00
137,18621,717221,22000,ZSK 70/8,09.05.2022 07:00:00,10.05.2022 01:30:00
138,18622,717221,22000,ZSK 70/8,10.05.2022 01:30:00,11.05.2022 06:25:00
139,18623,717221,22000,ZSK 70/8,11.05.2022 06:25:00,12.05.2022 00:30:00
140,18624,717221,22000,ZSK 70/8,12.05.2022 00:30:00,12.05.2022 22:00:00
141,18625,717221,22000,ZSK 70/8,12.05.2022 22:00:00,13.05.2022 15:10:00
142,18626,717221,22000,ZSK 70/8,13.05.2022 15:10:00,16.05.2022 17:30:00
143,18629,717221,22000,ZSK 70/8,16.05.2022 17:30:00,17.05.2022 21:00:00
144,18630,717221,22000,ZSK 70/8,17.05.2022 21:00:00,18.05.2022 18:30:00
145,18631,717221,22000,ZSK 70/8,20.05.2022 03:00:00,21.05.2022 02:00:00
146,18632,717221,22000,ZSK 70/8,21.05.2022 02:00:00,24.05.2022 02:50:00
147,18633,717221,22000,ZSK 70/8,24.05.2022 02:50:00,24.05.2022 23:00:00
148,18634,717221,22000,ZSK 70/8,24.05.2022 23:00:00,25.05.2022 20:35:00
149,18635,717231,26400,ZSK 70/8,25.05.2022 20:35:00,30.05.2022 22:15:00
150,18638,717231,26400,ZSK 70/8,30.05.2022 22:15:00,31.05.2022 21:45:00
151,18639,717231,6000,ZSK 70/8,31.05.2022 21:45:00,31.05.2022 23:59:00
152,18639,717231,20400,ZSK 70/8,01.06.2022 00:01:00,01.06.2022 21:40:00
153,18640,717231,26400,ZSK 70/8,01.06.2022 21:40:00,02.06.2022 21:35:00
154,18641,717231,26400,ZSK 70/8,02.06.2022 21:35:00,03.06.2022 21:10:00
155,18642,717231,26400,ZSK 70/8,03.06.2022 21:40:00,08.06.2022 02:40:00
156,18647,717221,7000,ZSK 70/4,02.05.2022 10:40:00,03.05.2022 22:30:00
157,18647,717221,12000,ZSK 70/5,02.05.2022 07:15:00,03.05.2022 22:30:00
158,18647,717221,3000,ZSK 70/9,02.05.2022 16:00:00,03.05.2022 22:30:00
159,18648,717221,7000,ZSK 70/4,02.05.2022 22:30:00,03.05.2022 08:15:00
160,18648,717221,8000,ZSK 70/5,02.05.2022 22:30:00,03.05.2022 08:15:00
161,18648,717221,7000,ZSK 70/9,02.05.2022 22:30:00,03.05.2022 08:15:00
162,18649,717231,11000,ZSK 70/4,03.05.2022 08:15:00,04.05.2022 02:00:00
163,18649,717231,11000,ZSK 70/5,03.05.2022 08:15:00,04.05.2022 02:00:00
164,18649,717231,4400,ZSK 70/9,03.05.2022 08:15:00,04.05.2022 02:00:00
165,18650,717221,8000,ZSK 70/4,04.05.2022 02:00:00,04.05.2022 14:35:00
166,18650,717221,10000,ZSK 70/5,04.05.2022 02:00:00,04.05.2022 14:35:00
167,18650,717221,4000,ZSK 70/9,04.05.2022 02:00:00,04.05.2022 14:35:00
168,18651,717221,6000,ZSK 70/4,04.05.2022 14:35:00,05.05.2022 02:30:00
169,18651,717221,8000,ZSK 70/5,04.05.2022 14:35:00,05.05.2022 02:30:00
170,18651,717221,8000,ZSK 70/9,04.05.2022 14:35:00,05.05.2022 02:30:00
171,18652,717221,9000,ZSK 70/4,05.05.2022 02:30:00,05.05.2022 17:15:00
172,18652,717221,9000,ZSK 70/5,05.05.2022 02:30:00,05.05.2022 17:15:00
173,18652,717221,4000,ZSK 70/9,05.05.2022 02:30:00,05.05.2022 17:15:00
174,18653,717221,9000,ZSK 70/4,05.05.2022 17:15:00,06.05.2022 05:10:00
175,18653,717221,9000,ZSK 70/5,05.05.2022 17:15:00,06.05.2022 05:10:00
176,18653,717221,4000,ZSK 70/9,05.05.2022 17:15:00,06.05.2022 05:10:00
177,18654,717221,7000,ZSK 70/4,06.05.2022 05:10:00,06.05.2022 16:00:00
178,18654,717221,8000,ZSK 70/5,06.05.2022 05:10:00,06.05.2022 16:00:00
179,18654,717221,7000,ZSK 70/9,06.05.2022 05:10:00,06.05.2022 16:00:00
180,18655,717221,7000,ZSK 70/4,06.05.2022 16:00:00,07.05.2022 02:15:00
181,18655,717221,8000,ZSK 70/5,06.05.2022 16:00:00,07.05.2022 02:15:00
182,18655,717221,7000,ZSK 70/9,06.05.2022 16:00:00,07.05.2022 02:00:00
183,18656,717221,7000,ZSK 70/4,09.05.2022 07:20:00,09.05.2022 20:00:00
184,18656,717221,8000,ZSK 70/5,09.05.2022 07:20:00,09.05.2022 20:00:00
185,18656,717221,7000,ZSK 70/9,09.05.2022 07:20:00,09.05.2022 20:00:00
186,18660,717221,7000,ZSK 70/4,10.05.2022 06:45:00,11.05.2022 17:15:00
187,18660,717221,7500,ZSK 70/5,10.05.2022 17:15:00,11.05.2022 03:30:00
188,18660,717221,7500,ZSK 70/9,10.05.2022 17:15:00,11.05.2022 03:30:00
189,18661,717221,8000,ZSK 70/4,11.05.2022 03:30:00,11.05.2022 17:00:00
190,18661,717221,11000,ZSK 70/5,11.05.2022 03:30:00,11.05.2022 17:00:00
191,18661,717221,3000,ZSK 70/9,11.05.2022 03:30:00,11.05.2022 17:00:00
192,18662,717221,7000,ZSK 70/4,12.05.2022 03:40:00,12.05.2022 14:30:00
193,18662,717221,9000,ZSK 70/5,12.05.2022 03:40:00,12.05.2022 14:30:00
194,18662,717221,6000,ZSK 70/9,12.05.2022 03:40:00,12.05.2022 14:30:00
195,18663,717221,6000,ZSK 70/4,12.05.2022 14:30:00,13.05.2022 00:45:00
196,18663,717221,8000,ZSK 70/5,12.05.2022 14:30:00,13.05.2022 00:45:00
197,18663,717221,8000,ZSK 70/9,12.05.2022 14:30:00,13.05.2022 00:45:00
198,18664,717221,7000,ZSK 70/4,13.05.2022 00:45:00,13.05.2022 11:05:00
199,18664,717221,8000,ZSK 70/5,13.05.2022 00:45:00,13.05.2022 11:05:00
200,18664,717221,7000,ZSK 70/9,13.05.2022 00:45:00,13.05.2022 11:05:00
201,18665,717221,7000,ZSK 70/4,13.05.2022 11:05:00,13.05.2022 21:30:00
202,18665,717221,7500,ZSK 70/5,13.05.2022 11:05:00,13.05.2022 21:30:00
203,18665,717221,7500,ZSK 70/9,13.05.2022 11:05:00,13.05.2022 21:30:00
204,18666,717221,3000,ZSK 70/4,13.05.2022 21:30:00,14.05.2022 03:00:00
205,18666,717221,6000,ZSK 70/5,13.05.2022 21:30:00,14.05.2022 04:45:00
206,18666,717221,5000,ZSK 70/9,13.05.2022 21:30:00,14.05.2022 04:00:00
207,18667,717221,7000,ZSK 70/4,17.05.2022 00:00:00,18.05.2022 00:00:00
208,18667,717221,7500,ZSK 70/5,17.05.2022 20:10:00,18.05.2022 06:30:00
209,18667,717221,7500,ZSK 70/9,17.05.2022 20:10:00,18.05.2022 06:30:00
210,18686,717221,7000,ZSK 70/4,16.05.2022 08:00:00,16.05.2022 19:15:00
211,18686,717221,7500,ZSK 70/5,16.05.2022 08:00:00,16.05.2022 19:15:00
212,18686,717221,7500,ZSK 70/9,16.05.2022 10:00:00,16.05.2022 19:15:00
213,18687,717221,7000,ZSK 70/4,16.05.2022 19:15:00,17.05.2022 08:50:00
214,18687,717221,7500,ZSK 70/5,16.05.2022 19:15:00,17.05.2022 08:50:00
215,18687,717221,7500,ZSK 70/9,16.05.2022 19:15:00,17.05.2022 08:50:00
216,18690,717221,7000,ZSK 70/4,17.05.2022 08:50:00,17.05.2022 20:10:00
217,18690,717221,7500,ZSK 70/5,17.05.2022 08:50:00,17.05.2022 20:10:00
218,18690,717221,7500,ZSK 70/9,17.05.2022 08:50:00,17.05.2022 20:10:00
219,18733,717221,8000,ZSK 70/5,18.05.2022 06:30:00,18.05.2022 20:00:00
220,18733,717221,8000,ZSK 70/4,18.05.2022 06:30:00,18.05.2022 20:00:00
221,18733,717221,6000,ZSK 70/9,18.05.2022 06:30:00,18.05.2022 20:00:00
222,18734,717221,6000,ZSK 70/4,18.05.2022 20:00:00,19.05.2022 06:45:00
223,18734,717221,8000,ZSK 70/5,18.05.2022 20:00:00,19.05.2022 06:45:00
224,18734,717221,8000,ZSK 70/9,18.05.2022 20:00:00,19.05.2022 06:45:00
225,18735,717221,6000,ZSK 70/4,19.05.2022 06:45:00,19.05.2022 16:40:00
226,18735,717221,8000,ZSK 70/5,19.05.2022 06:45:00,19.05.2022 16:40:00
227,18735,717221,8000,ZSK 70/9,19.05.2022 06:45:00,19.05.2022 16:40:00
228,18736,717221,7500,ZSK 70/5,19.05.2022 16:40:00,20.05.2022 03:00:00
229,18736,717221,7500,ZSK 70/9,19.05.2022 16:40:00,20.05.2022 03:00:00
230,18736,717221,7000,ZSK 70/4,19.05.2022 16:40:00,20.05.2022 03:00:00
231,18737,717221,7000,ZSK 70/4,20.05.2022 03:00:00,20.05.2022 14:00:00
232,18737,717221,7500,ZSK 70/5,20.05.2022 03:00:00,20.05.2022 14:00:00
233,18737,717221,7500,ZSK 70/9,20.05.2022 03:00:00,20.05.2022 14:00:00
234,18738,717221,7000,ZSK 70/4,20.05.2022 14:00:00,20.05.2022 23:45:00
235,18738,717221,7500,ZSK 70/5,20.05.2022 14:00:00,20.05.2022 23:45:00
236,18738,717221,7500,ZSK 70/9,20.05.2022 14:00:00,20.05.2022 23:45:00
237,18739,717221,7000,ZSK 70/4,20.05.2022 00:00:00,23.05.2022 00:00:00
238,18739,717221,7500,ZSK 70/5,20.05.2022 23:45:00,23.05.2022 18:20:00
239,18739,717221,7500,ZSK 70/9,20.05.2022 23:45:00,23.05.2022 18:20:00
240,18740,717221,7000,ZSK 70/4,23.05.2022 18:20:00,24.05.2022 04:45:00
241,18740,717221,7500,ZSK 70/5,23.05.2022 18:20:00,24.05.2022 04:45:00
242,18740,717221,7500,ZSK 70/9,23.05.2022 18:20:00,24.05.2022 04:45:00
243,18741,717221,3000,ZSK 70/4,24.05.2022 04:45:00,25.05.2022 00:35:00
244,18741,717221,9500,ZSK 70/5,24.05.2022 04:45:00,25.05.2022 00:35:00
245,18741,717221,9500,ZSK 70/9,24.05.2022 04:45:00,25.05.2022 00:35:00
246,18742,717221,6000,ZSK 70/4,25.05.2022 00:35:00,25.05.2022 11:50:00
247,18742,717221,8000,ZSK 70/5,25.05.2022 00:35:00,25.05.2022 11:50:00
248,18742,717221,8000,ZSK 70/9,25.05.2022 00:35:00,25.05.2022 11:50:00
249,18743,717221,7000,ZSK 70/4,25.05.2022 11:50:00,25.05.2022 21:40:00
250,18743,717221,7500,ZSK 70/5,25.05.2022 11:50:00,25.05.2022 21:40:00
251,18743,717221,7500,ZSK 70/9,25.05.2022 11:50:00,25.05.2022 21:40:00
252,18744,717221,7500,ZSK 70/4,25.05.2022 21:40:00,30.05.2022 11:45:00
253,18744,717221,7500,ZSK 70/5,25.05.2022 21:40:00,30.05.2022 11:45:00
254,18744,717221,7000,ZSK 70/9,25.05.2022 21:40:00,30.05.2022 11:45:00
255,18745,717221,7500,ZSK 70/4,30.05.2022 11:45:00,30.05.2022 21:25:00
256,18745,717221,7000,ZSK 70/5,30.05.2022 11:45:00,30.05.2022 21:25:00
257,18745,717221,7500,ZSK 70/9,30.05.2022 11:45:00,30.05.2022 21:25:00
258,18746,717221,7500,ZSK 70/4,30.05.2022 21:25:00,31.05.2022 08:05:00
259,18746,717221,7500,ZSK 70/5,30.05.2022 21:25:00,31.05.2022 08:05:00
260,18746,717221,7000,ZSK 70/9,30.05.2022 21:25:00,31.05.2022 08:05:00
261,18747,717221,7000,ZSK 70/4,31.05.2022 08:05:00,31.05.2022 17:25:00
262,18747,717221,7500,ZSK 70/5,31.05.2022 08:05:00,31.05.2022 17:25:00
263,18747,717221,7500,ZSK 70/9,31.05.2022 08:05:00,31.05.2022 17:25:00
264,18800,717221,22000,ZSK 70/8,15.06.2022 01:00:00,15.06.2022 23:00:00
265,18801,717221,22000,ZSK 70/8,15.06.2022 23:00:00,21.06.2022 01:15:00
266,18802,717221,22000,ZSK 70/8,21.06.2022 01:15:00,21.06.2022 23:40:00
267,18803,717231,26400,ZSK 70/8,21.06.2022 23:40:00,23.06.2022 01:45:00
268,18804,717231,26400,ZSK 70/8,23.06.2022 01:45:00,27.06.2022 08:55:00
269,18806,717231,26400,ZSK 70/8,27.06.2022 08:55:00,28.06.2022 10:45:00
270,18807,717231,31200,ZSK 70/8,28.06.2022 10:45:00,29.06.2022 17:20:00
271,18808,717221,14000,ZSK 70/8,30.06.2022 17:15:00,30.06.2022 23:59:00
272,18808,717221,14000,ZSK 70/8,30.06.2022 17:15:00,30.06.2022 23:59:00
273,18809,717221,22000,ZSK 70/8,01.07.2022 18:30:00,04.07.2022 23:05:00
274,18814,717221,7500,ZSK 70/4,31.05.2022 17:25:00,01.06.2022 04:30:00
275,18814,717221,7000,ZSK 70/5,31.05.2022 17:25:00,01.06.2022 04:30:00
276,18814,717221,7500,ZSK 70/9,31.05.2022 17:25:00,01.06.2022 04:30:00
277,18814,717221,7500,ZSK 70/4,31.05.2022 17:25:00,01.06.2022 04:30:00
278,18814,717221,7000,ZSK 70/5,31.05.2022 17:25:00,01.06.2022 04:30:00
279,18814,717221,7500,ZSK 70/9,31.05.2022 17:25:00,01.06.2022 04:30:00
280,18815,717221,2000,ZSK 70/4,31.05.2022 23:50:00,31.05.2022 23:59:00
281,18815,717221,6000,ZSK 70/4,01.06.2022 04:30:00,01.06.2022 13:10:00
282,18815,717221,7000,ZSK 70/5,01.06.2022 04:30:00,01.06.2022 13:10:00
283,18815,717221,7000,ZSK 70/9,01.06.2022 04:30:00,01.06.2022 13:10:00
284,18816,717221,7500,ZSK 70/4,01.06.2022 13:10:00,01.06.2022 23:15:00
285,18816,717221,7500,ZSK 70/5,01.06.2022 13:10:00,01.06.2022 23:15:00
286,18816,717221,7000,ZSK 70/9,01.06.2022 13:10:00,01.06.2022 23:15:00
287,18817,717221,7000,ZSK 70/4,01.06.2022 23:15:00,02.06.2022 09:15:00
288,18817,717221,7500,ZSK 70/5,01.06.2022 23:15:00,02.06.2022 09:15:00
289,18817,717221,7500,ZSK 70/9,01.06.2022 23:15:00,02.06.2022 09:15:00
290,18818,717221,7500,ZSK 70/4,02.06.2022 09:15:00,02.06.2022 19:20:00
291,18818,717221,7500,ZSK 70/5,02.06.2022 09:15:00,02.06.2022 19:20:00
292,18818,717221,7000,ZSK 70/9,02.06.2022 09:15:00,02.06.2022 19:20:00
293,18819,717221,7500,ZSK 70/4,02.06.2022 19:20:00,03.06.2022 05:15:00
294,18819,717221,7500,ZSK 70/5,02.06.2022 19:20:00,03.06.2022 05:15:00
295,18819,717221,7000,ZSK 70/9,02.06.2022 19:20:00,03.06.2022 05:15:00
296,18820,717221,7500,ZSK 70/4,03.06.2022 05:15:00,03.06.2022 17:20:00
297,18820,717221,7500,ZSK 70/5,03.06.2022 05:15:00,03.06.2022 17:30:00
298,18820,717221,7500,ZSK 70/4,03.06.2022 05:15:00,03.06.2022 17:20:00
299,18820,717221,7500,ZSK 70/5,03.06.2022 05:15:00,03.06.2022 17:30:00
300,18820,717221,7000,ZSK 70/9,03.06.2022 05:15:00,03.06.2022 17:30:00
301,18822,717221,7000,ZSK 70/4,03.06.2022 17:30:00,04.06.2022 02:30:00
302,18822,717221,7500,ZSK 70/5,03.06.2022 17:30:00,04.06.2022 02:30:00
