,Produktname,Line,Charge,Uhrzeit,L,a,b,YI,Beginn,Ende,current_time,Temperatures_Reg02_Sps_Istwert,Temperatures_Reg03_Sps_Istwert,Temperatures_Reg04_Sps_Istwert,Temperatures_Reg05_Sps_Istwert,Temperatures_Reg06_Sps_Istwert,Temperatures_Reg07_Sps_Istwert,Temperatures_Reg08_Sps_Istwert,Temperatures_Reg09_Sps_Istwert,Temperatures_Reg10_Sps_Istwert,Temperatures_Reg11_Sps_Istwert,Temperatures_Reg12_Sps_Istwert,Temperatures_Reg13_Sps_Istwert,Temperatures_Reg14_Sps_Istwert,Temperatures_Reg15_Sps_Istwert,Temperatures_Reg02_Pc_Sollwert,Temperatures_Reg03_Pc_Sollwert,Temperatures_Reg04_Pc_Sollwert,Temperatures_Reg05_Pc_Sollwert,Temperatures_Reg06_Pc_Sollwert,Temperatures_Reg07_Pc_Sollwert,Temperatures_Reg08_Pc_Sollwert,Temperatures_Reg09_Pc_Sollwert,Temperatures_Reg10_Pc_Sollwert,Temperatures_Reg11_Pc_Sollwert,Temperatures_Reg12_Pc_Sollwert,Temperatures_Reg13_Pc_Sollwert,Temperatures_Reg14_Pc_Sollwert,Temperatures_Reg15_Pc_Sollwert,Feeder_DosSum_Sps_Durchsatz_Istwert,Feeder_DosSum_Pc_Durchsatz_Sollwert,Feeder_Dos01_Sps_Durchsatz_Istwert,Feeder_Dos02_Sps_Durchsatz_Istwert,Feeder_Dos03_Sps_Durchsatz_Istwert,Feeder_Dos04_Sps_Durchsatz_Istwert,Feeder_Dos05_Sps_Durchsatz_Istwert,Feeder_Dos06_Sps_Durchsatz_Istwert,Feeder_Dos07_Sps_Durchsatz_Istwert,Feeder_Dos08_Sps_Durchsatz_Istwert,Feeder_Dos01_Pc_Durchsatz_Sollwert,Feeder_Dos02_Pc_Durchsatz_Sollwert,Feeder_Dos03_Pc_Durchsatz_Sollwert,Feeder_Dos04_Pc_Durchsatz_Sollwert,Feeder_Dos05_Pc_Durchsatz_Sollwert,Feeder_Dos06_Pc_Durchsatz_Sollwert,Feeder_Dos07_Pc_Durchsatz_Sollwert,Feeder_Dos08_Pc_Durchsatz_Sollwert,Misc_Hat_Sps_Drehzahl_Istwert,Misc_Hat_Pc_Drehzahl_Sollwert,Misc_Hat_Sps_Drehmoment_Istwert,Temperatures_AE_Materialtemperatur01,Temperatures_AE_Materialtemperatur02,Misc_Mtd01_Sps_Istwert,Feeder_Dos01_Sps_MotorStellwert,Feeder_Dos02_Sps_MotorStellwert,Feeder_Dos03_Sps_MotorStellwert,Feeder_Dos04_Sps_MotorStellwert,Feeder_Dos05_Sps_MotorStellwert,Feeder_Dos06_Sps_MotorStellwert,Feeder_Dos07_Sps_MotorStellwert,Feeder_Dos08_Sps_MotorStellwert,Feeder_Dos01_Sps_Dosierfaktor,Feeder_Dos02_Sps_Dosierfaktor,Feeder_Dos03_Sps_Dosierfaktor,Feeder_Dos04_Sps_Dosierfaktor,Feeder_Dos05_Sps_Dosierfaktor,Feeder_Dos06_Sps_Dosierfaktor,Feeder_Dos07_Sps_Dosierfaktor,Feeder_Dos08_Sps_Dosierfaktor,Feeder_Dos01_Sps_MotorDrehzahl,Feeder_Dos02_Sps_MotorDrehzahl,Feeder_Dos03_Sps_MotorDrehzahl,Feeder_Dos04_Sps_MotorDrehzahl,Feeder_Dos05_Sps_MotorDrehzahl,Feeder_Dos06_Sps_MotorDrehzahl,Feeder_Dos07_Sps_MotorDrehzahl,Feeder_Dos08_Sps_MotorDrehzahl,Feeder_Dos01_Sps_Nettogewicht,Feeder_Dos02_Sps_Nettogewicht,Feeder_Dos03_Sps_Nettogewicht,Feeder_Dos04_Sps_Nettogewicht,Feeder_Dos05_Sps_Nettogewicht,Feeder_Dos06_Sps_Nettogewicht,Feeder_Dos07_Sps_Nettogewicht,Feeder_Dos08_Sps_Nettogewicht
400,BP 110/02 (717231),ZSK 70.8,22010643,6:00,72.09,5.78,24.3,55.98,09.09.2022 04:15:00,09.09.2022 19:10:00,9/9/2022 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,BP 110/02 (717221),ZSK 70.4,22010670,18:00,76,3.74,22.37,48.7,09.09.2022 04:15:00,09.09.2022 19:10:00,9/9/2022 18:00,185.06875,184.8975,170,144.985,144.99,144.91125,165.06625,155.0025,100.01,168.48875,151.8725,0,0,0,185,185,170,145,145,145,165,155,100,150,145,0,0,0,800.1081223,800.000061,480.8825356,0,309.643692,6.400227487,0,3.199642628,0,0,480.7999878,0,309.6000061,6.400000572,0,3.200000286,0,0,359.29125,360,74.48625,32.43,216.21375,5.1025,69.14149666,0,48.47849817,6.881999803,0,31.72349906,0,0,689.6279694,586.84375,638.4665802,92.88305645,34.37460327,9.988268948,250,96.19335938,2073.95,0,1453.5375,206.6375,0,951.125,0,0,47.29342899,47.886059,53.60319729,18.63053246,14.83783045,9.794167113,0,0
402,BP 110/02 (717221),ZSK 70.5,22010670,18:00,75.4,4.14,22.88,50.25,08.09.2022 12:45:00,09.09.2022 13:00:00,9/8/2022 18:00,185.0516484,185,170.056044,144.9230769,145.0549451,145.0340659,190.378022,161.7307692,99.9978022,174.5659341,156.589011,0,0,0,185,185,170,145,145,145,165,157,100,150,140,0,0,0,799.9618255,800.000061,480.7882925,0,309.5580102,6.40029356,0,3.199836516,0,0,480.7999878,0,309.6000061,6.400000095,0,3.200000048,0,0,358.4373626,360,75.65274725,200.8021978,174.1307692,4.007692308,65.52856714,0,54.51560278,8.509669964,0,12.53736221,0,0,733.6112597,430.1020508,567.6667829,75.37563752,28.02826309,25.49469828,94.3487854,65.54180908,1964.901099,0,1635.120879,525.8461538,0,375.6813187,0,0,47.10482771,1.732705294,53.52060641,14.90696662,42.77734585,5.881874588,0,0
403,BP 110/02 (717221),ZSK 70.4,22010672,6:00,74.93,4.4,23.43,51.66,08.09.2022 12:45:00,09.09.2022 13:00:00,9/9/2022 6:00,184.9654321,184.9432099,169.9950617,144.9530864,144.8790123,144.9716049,164.891358,154.991358,99.98888889,166.0345679,149.4938272,0,0,0,185,185,170,145,145,145,165,155,100,150,145,0,0,0,800.0412115,800.000061,480.8207654,0,309.6020817,6.397757047,0,3.199623373,0,0,480.7999878,0,309.6000061,6.400000572,0,3.200000286,0,0,360.0061728,360,72.21111111,28.65432099,214.8320988,5.295061728,70.35012026,0,48.9920967,6.7977776,0,31.73604796,0,0,681.2571238,586.84375,631.4511206,93.17203983,34.37460327,10.03330301,250,96.19335938,2109.296296,0,1468.740741,205.1111111,0,951.8024691,0,0,47.003056,47.95440269,52.84757261,19.30105986,14.90742756,9.523028904,0,0
404,BP 110/02 (717221),ZSK 70.5,22010672,6:00,74.27,4.56,23.49,52.24,08.09.2022 12:45:00,09.09.2022 13:00:00,9/9/2022 6:00,184.9445652,185.0195652,169.973913,145.0456522,144.9032609,145.0304348,189.7619565,160.7032609,99.98804348,173.5032609,155.375,0,0,0,185,185,170,145,145,145,165,157,100,150,140,0,0,0,800.0322697,800.000061,480.8139529,0,309.6278965,6.400499593,0,3.199522475,0,0,480.7999878,0,309.6000061,6.400000095,0,3.200000048,0,0,358.4608696,360,74.50108696,202.073913,173.1978261,3.666304348,65.46564766,0,53.39478111,8.500869274,0,12.526956,0,0,734.2508094,430.1020508,579.2044824,75.37037128,28.02826309,25.52337539,94.3487854,65.54180908,1962.902174,0,1601.152174,526.576087,0,375.1956522,0,0,47.05266463,1.245840529,52.06616675,21.01875512,42.47282385,9.198845946,0,0
405,BP 110/02 (717231),ZSK 70.8,22010644,18:00,73.26,5.32,24.33,54.94,08.09.2022 12:45:00,09.09.2022 13:00:00,9/8/2022 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,BP 110/02 (717231),ZSK 70.6,22010644,6:00,72.17,5.7,24.6,56.36,08.09.2022 12:45:00,09.09.2022 13:00:00,9/9/2022 6:00,184.9030303,185.1,169.8454545,174.7090909,179.2878788,170.0181818,189.2545455,155.030303,170.0121212,23.36363636,23.16969697,0,0,0,185,185,170,175,180,170,170,155,170,15,15,0,0,0,499.9179382,500,188.9039538,92.59815054,0,5.000686501,0,209.9004905,3.499779398,0,188.8999939,92.6000061,0,5,0,210,3.500000238,0,309.530303,305,37.67575758,219.9727273,24.01212121,-777,19.12121177,9.610908971,0,6.516969478,0,12.19575709,8.082423904,0,985.4790483,969.6003159,1664.112061,76.66187402,34.06989288,1733.126546,43.28175493,89.17277527,573.2727273,287.9090909,0,220.8787879,0,365.7272727,241.9393939,0,48.89256287,51.68069689,0,18.44973223,0.402735277,41.74022466,12.54907729,0
407,BP 110/02 (717221),ZSK 70.8,22010644,6:00,71.96,5.75,24.58,56.49,08.09.2022 12:45:00,09.09.2022 13:00:00,9/9/2022 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,BP 110/02 (717221),ZSK 70.4,22010671,18:00,76.58,3.52,22.2,47.94,08.09.2022 13:25:00,09.09.2022 04:15:00,9/8/2022 18:00,185.09375,185.13,169.83375,144.945,145.11125,144.97125,165.08,155.00375,99.9925,168.875,151.845,0,0,0,185,185,170,145,145,145,165,155,100,150,145,0,0,0,799.9569847,800.000061,480.7449928,0,309.6173515,6.400571275,0,3.201096463,0,0,480.7999878,0,309.6000061,6.400000572,0,3.200000286,0,0,358.75125,360,74.1625,32.87375,215.34625,4.99375,72.29449558,0,50.38299828,6.813999867,0,32.61199756,0,0,668.1061798,586.84375,614.4194611,93.1819355,34.37460327,9.787663198,250,96.19335938,2167.7125,0,1511.0625,204.5875,0,978.075,0,0,47.56757326,47.86607866,53.01927586,12.16968136,15.28212018,6.035278964,0,0
409,BP 110/02 (717221),ZSK 70.5,22010671,18:00,75.06,4.11,22.97,50.53,08.09.2022 13:25:00,09.09.2022 04:15:00,9/8/2022 18:00,185.0516484,185,170.056044,144.9230769,145.0549451,145.0340659,190.378022,161.7307692,99.9978022,174.5659341,156.589011,0,0,0,185,185,170,145,145,145,165,157,100,150,140,0,0,0,799.9618255,800.000061,480.7882925,0,309.5580102,6.40029356,0,3.199836516,0,0,480.7999878,0,309.6000061,6.400000095,0,3.200000048,0,0,358.4373626,360,75.65274725,200.8021978,174.1307692,4.007692308,65.52856714,0,54.51560278,8.509669964,0,12.53736221,0,0,733.6112597,430.1020508,567.6667829,75.37563752,28.02826309,25.49469828,94.3487854,65.54180908,1964.901099,0,1635.120879,525.8461538,0,375.6813187,0,0,47.10482771,1.732705294,53.52060641,14.90696662,42.77734585,5.881874588,0,0
410,BP 110/02 (717221),ZSK 70.4,22010674,6:00,76.45,3.14,21.65,46.7,09.09.2022 04:15:00,09.09.2022 19:10:00,9/9/2022 6:00,184.9654321,184.9432099,169.9950617,144.9530864,144.8790123,144.9716049,164.891358,154.991358,99.98888889,166.0345679,149.4938272,0,0,0,185,185,170,145,145,145,165,155,100,150,145,0,0,0,800.0412115,800.000061,480.8207654,0,309.6020817,6.397757047,0,3.199623373,0,0,480.7999878,0,309.6000061,6.400000572,0,3.200000286,0,0,360.0061728,360,72.21111111,28.65432099,214.8320988,5.295061728,70.35012026,0,48.9920967,6.7977776,0,31.73604796,0,0,681.2571238,586.84375,631.4511206,93.17203983,34.37460327,10.03330301,250,96.19335938,2109.296296,0,1468.740741,205.1111111,0,951.8024691,0,0,47.003056,47.95440269,52.84757261,19.30105986,14.90742756,9.523028904,0,0
411,BP 110/02 (717221),ZSK 70.5,22010674,6:00,74.75,4.17,23.5,51.65,09.09.2022 04:15:00,09.09.2022 19:10:00,9/9/2022 6:00,184.9445652,185.0195652,169.973913,145.0456522,144.9032609,145.0304348,189.7619565,160.7032609,99.98804348,173.5032609,155.375,0,0,0,185,185,170,145,145,145,165,157,100,150,140,0,0,0,800.0322697,800.000061,480.8139529,0,309.6278965,6.400499593,0,3.199522475,0,0,480.7999878,0,309.6000061,6.400000095,0,3.200000048,0,0,358.4608696,360,74.50108696,202.073913,173.1978261,3.666304348,65.46564766,0,53.39478111,8.500869274,0,12.526956,0,0,734.2508094,430.1020508,579.2044824,75.37037128,28.02826309,25.52337539,94.3487854,65.54180908,1962.902174,0,1601.152174,526.576087,0,375.1956522,0,0,47.05266463,1.245840529,52.06616675,21.01875512,42.47282385,9.198845946,0,0
412,BP 110/02 (717231),ZSK 70.8,22010645,6:00,71.42,5.9,24.99,57.64,12.09.2022 07:00:00,12.09.2022 22:40:00,9/12/2022 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,BP 110/02 (717231),ZSK 70.8,22010645,18:00,70.21,6.23,24.76,58.26,12.09.2022 08:15:00,13.09.2022 10:15:00,9/12/2022 18:00,180.7629032,169.8314523,155.0419355,145.0709673,145.5129027,145.0806449,130.3314518,139.9516129,90.82177421,28.10806439,26.09193531,0,0,0,180,170,155,145,145,145,130,140,90,25,25,0,0,0,1208.256066,1208.199951,721.1991464,0,464.4542377,9.5989601,8.2006063,0,4.800411886,0,721.2000122,0,464.3999939,9.600000381,8.199999809,0,4.800000191,0,534.9479429,535,87.85849294,181.8629024,26.57096758,0.565286176,66.05495231,0,62.59136914,10.65677727,11.27150342,0,32.68284198,0,1091.943636,574.2153931,744.6154859,90.08484237,72.73621295,8.568288803,14.68792132,0,1981.225806,0,1877.120968,319.25,337.5806452,0,979.9112903,0,51.96974447,-1.779000044,59.12268036,17.97140406,29.18426755,-0.047298389,7.605887455,0
414,BP 110/02 (717231),ZSK 70.8,22010645,18:00,72.09,5.68,24.47,56.15,12.09.2022 22:40:00,13.09.2022 13:50:00,9/13/2022 18:00,180.0048781,169.6292677,154.9634148,144.9398371,145.5032519,145.1569107,130.3894306,140.054472,90.80975559,29.29756053,24.48780463,0,0,0,180,170,155,145,145,145,130,140,90,25,25,0,0,0,1208.382206,1208.199951,721.1964146,0,464.5704103,9.600546015,8.200682121,0,4.800186739,0,721.2000122,0,464.3999939,9.600000381,8.199999809,0,4.800000191,0,534.9353325,535,87.33398438,181.6178863,24.95447143,0.201311257,65.99945676,0,63.42146732,10.67336178,11.22524265,0,33.94857245,0,1093.350494,574.2153931,731.7011952,89.96484927,73.03778665,8.568288803,14.1520149,0,1979.560976,0,1901.918699,319.6747967,336.203252,0,1017.934959,0,52.28464483,-1.779000044,58.66298648,18.93136666,30.02683061,-0.072097564,9.876447647,0
415,BP 110/02 (717231),ZSK 70.8,22010644,18:00,70.57,6.34,25.3,59.1,12.09.2022 22:40:00,13.09.2022 13:50:00,9/13/2022 18:00,180.0048781,169.6292677,154.9634148,144.9398371,145.5032519,145.1569107,130.3894306,140.054472,90.80975559,29.29756053,24.48780463,0,0,0,180,170,155,145,145,145,130,140,90,25,25,0,0,0,1208.382206,1208.199951,721.1964146,0,464.5704103,9.600546015,8.200682121,0,4.800186739,0,721.2000122,0,464.3999939,9.600000381,8.199999809,0,4.800000191,0,534.9353325,535,87.33398438,181.6178863,24.95447143,0.201311257,65.99945676,0,63.42146732,10.67336178,11.22524265,0,33.94857245,0,1093.350494,574.2153931,731.7011952,89.96484927,73.03778665,8.568288803,14.1520149,0,1979.560976,0,1901.918699,319.6747967,336.203252,0,1017.934959,0,52.28464483,-1.779000044,58.66298648,18.93136666,30.02683061,-0.072097564,9.876447647,0
416,BP 110/02 (717221),ZSK 70.4,22010673,18:00,75.28,4.2,23.26,51,12.09.2022 07:00:00,12.09.2022 22:40:00,9/12/2022 18:00,184.8949367,185.0164557,170.0101266,144.9810127,144.9544304,144.9962025,164.9924051,154.9886076,100.0253165,169.7405063,153.2544304,0,0,0,185,185,170,145,145,145,165,155,100,150,145,0,0,0,800.0561176,800.000061,480.8172407,0,309.6366067,6.400687302,0,3.199202224,0,0,480.7999878,0,309.6000061,6.400000572,0,3.200000286,0,0,358.5075949,360,74.28607595,36.92911392,214.5607595,5,68.93037627,0,53.4954412,6.613670603,0,24.86177121,0,0,691.7113562,586.84375,580.5152526,97.03929177,34.37460327,12.91259633,250,96.19335938,2067,0,1604.21519,198.4303797,0,745.1898734,0,0,47.26835526,47.82501877,53.33715646,18.80399834,14.57704037,9.594911648,0,0
417,BP 110/02 (717221),ZSK 70.5,22010673,18:00,73.88,4.66,23.01,51.71,12.09.2022 07:20:00,12.09.2022 22:40:00,9/12/2022 18:00,184.9879121,184.9032967,169.9549451,144.9725275,145.0153846,145.0153846,187.2967033,162.0593407,99.9978022,174.2692308,156.4571429,0,0,0,185,185,170,145,145,145,165,157,100,150,140,0,0,0,799.9654575,800.000061,480.8070558,0,309.5601901,6.399101561,0,3.198319115,0,0,480.7999878,0,309.6000061,6.400000095,0,3.200000048,0,0,358.5208791,360,75.51538462,199.8593407,174.0230769,3.892307692,65.74856718,0,57.17736121,8.505274322,0,12.77054891,0,0,731.8727746,430.1020508,541.5712515,75.17546786,28.02826309,25.18553447,94.3487854,65.54180908,1971.384615,0,1714.494505,524.4395604,0,382.5714286,0,0,47.3453562,1.73094806,53.29906707,20.20115092,41.97987575,9.724455278,0,0
418,BP 110/02 (717231),ZSK 70.8,22010646,9:15,71.13,6,24.47,57,12.09.2022 08:15:00,13.09.2022 10:15:00,9/12/2022 9:15,180.6608005,169.8023997,155.0255999,144.9528002,145.5024,144.7159998,130.3759999,139.9672003,90.79520013,19.41519989,18.60960004,0,0,0,180,170,155,145,145,145,130,140,90,25,25,0,0,0,1207.96119,1208.199951,721.2056768,0,464.177928,9.599806892,8.200523697,0,4.799028709,0,721.2000122,0,464.3999939,9.600000381,8.199999809,0,4.800000191,0,534.9416016,535,87.89443359,182.0079993,18.82959988,0.321469907,65.57525623,0,60.89429013,10.65096538,11.47570994,0,30.17544025,0,1100.202696,574.2153931,767.5783101,90.14077844,71.47307739,8.568288803,15.91055457,0,1966.816,0,1826.584,319.064,343.712,0,904.864,0,52.37657858,-1.779000044,59.04731473,17.7904489,29.70389746,-0.074672004,6.722008305,0
419,BP 110/02 (717221),ZSK 70.4,22010675,9:00,75.17,4.05,23,50.48,12.09.2022 08:15:00,13.09.2022 10:15:00,9/12/2022 9:00,184.935443,185.0936709,169.9936709,145.1278481,145.4594937,145.0746835,165.0291139,154.9544304,100.0101266,168.8455696,151.4367089,0,0,0,185,185,170,145,145,145,165,155,100,150,145,0,0,0,800.0282376,800.000061,480.7964617,0,309.6117245,6.401836492,0,3.199698816,0,0,480.7999878,0,309.6000061,6.400000572,0,3.200000286,0,0,359.9126582,360,72.34556962,30.42025316,215.4848101,5.2,71.03645209,0,47.85468167,6.545316177,0,20.56506241,0,0,682.2456982,586.84375,646.9316128,98.11941393,34.37460327,15.53510173,250,96.19335938,2130.025316,0,1435.139241,195.8607595,0,616.3291139,0,0,47.74230165,47.8830438,52.92397453,16.3710063,14.49505369,8.802144739,0,0
420,BP 110/02 (717221),ZSK 70.5,22010675,9:00,73.31,4.67,22.66,51.4,12.09.2022 08:15:00,13.09.2022 10:15:00,9/12/2022 9:00,184.5395604,185.1615385,170.010989,145.0285714,145.0120879,144.8923077,189.1263736,164.4043956,99.9967033,172.1571429,153.2989011,0,0,0,185,185,170,145,145,145,165,157,100,150,140,0,0,0,799.9730312,800.000061,480.7937676,0,309.5868859,6.398003777,0,3.199513771,0,0,480.7999878,0,309.6000061,6.400000095,0,3.200000048,0,0,358.4549451,360,74.38571429,201.6010989,171.7758242,3.772527473,64.99867617,0,52.45516314,8.42571378,0,12.21384575,0,0,740.7903181,430.1020508,591.304281,75.60993656,28.02826309,26.14668903,94.3487854,65.54180908,1948.846154,0,1573.021978,522.0659341,0,365.7912088,0,0,47.21247411,1.010127351,52.81001064,18.32105733,41.93742153,8.558051141,0,0
421,BP 110/02 (717221),ZSK 70.5,22010675,9:45,73.81,4.93,23.58,53,12.09.2022 08:15:00,13.09.2022 10:15:00,9/12/2022 9:45,185.032967,185.0043956,170.0604396,144.9934066,145.0307692,145.0120879,190.6450549,164.1659341,99.98351648,173.5868132,155.1538462,0,0,0,185,185,170,145,145,145,165,157,100,150,140,0,0,0,799.9586557,800.000061,480.7934859,0,309.5680488,6.399724656,0,3.199871776,0,0,480.7999878,0,309.6000061,6.400000095,0,3.200000048,0,0,358.4549451,360,74.28791209,201.5263736,173.1824176,3.802197802,65.33779907,0,52.27779992,8.501318292,0,12.24703248,0,0,736.1087593,430.1020508,591.6151136,75.28494179,28.02826309,26.19325776,94.3487854,65.54180908,1959.164835,0,1567.824176,526.6813187,0,366.6923077,0,0,46.94623582,1.034763546,52.71155674,16.58763806,41.93984197,7.606487295,0,0
422,BP 110/02 (717221),ZSK 70.5,22010675,10:45,74.18,4.72,23.98,53.28,14.09.2022 04:30:00,14.09.2022 14:30:00,9/14/2022 10:45,184.9758242,185.0197802,170.0021978,145.0208791,145,145.0131868,185.5582418,157.0461538,100.1153846,171.710989,153.9142857,0,0,0,185,185,170,145,145,145,165,157,100,150,140,0,0,0,799.9798443,800.000061,480.8090311,0,309.577522,6.399387161,0,3.200414003,0,0,480.7999878,0,309.6000061,6.400000095,0,3.200000048,0,0,358.4131868,360,72.97252747,199.6197802,171.5417582,3.685714286,65.53142288,0,58.06615222,8.480878725,0,12.53274681,0,0,733.5280346,430.1020508,534.0217285,75.28108785,28.02826309,25.56675745,94.3487854,65.54180908,1964.67033,0,1741.10989,526.8791209,0,375.4615385,0,0,46.89662363,1.219936203,53.0383108,16.60028646,41.36428372,7.956244542,0,0
423,BP 110/02 (717231),ZSK 70.8,22010646,6:00,75.14,4.37,23.27,51.25,14.09.2022 04:30:00,14.09.2022 14:30:00,9/14/2022 6:00,179.7032258,169.8088712,154.9677419,144.9709683,145.5080646,144.7532254,130.4153225,140.0120969,90.88387102,23.03306464,19.31370987,0,0,0,180,170,155,145,145,145,130,140,90,25,25,0,0,0,1208.307684,1208.199951,721.1975403,0,464.5365426,9.599777906,8.199288599,0,4.799760599,0,721.2000122,0,464.3999939,9.600000381,8.199999809,0,4.800000191,0,534.938197,535,88.04543772,181.5846777,19.42096775,0.493006552,65.5416872,0,59.45976024,10.66593587,11.25373923,0,35.44397449,0,1100.448451,574.2153931,781.4126129,89.99051168,72.90510356,8.568288803,13.56559967,0,1965.701613,0,1783.209677,319.483871,337.233871,0,1062.741935,0,51.88267185,-1.779000044,58.44296252,19.56732341,33.75889667,-0.077580648,8.37941167,0
424,BP 110/02 (717231),ZSK 70.8,22010646,18:00,74.19,4.56,22.94,51.34,13.09.2022 10:15:00,14.09.2022 14:30:00,9/13/2022 18:00,180.0048781,169.6292677,154.9634148,144.9398371,145.5032519,145.1569107,130.3894306,140.054472,90.80975559,29.29756053,24.48780463,0,0,0,180,170,155,145,145,145,130,140,90,25,25,0,0,0,1208.382206,1208.199951,721.1964146,0,464.5704103,9.600546015,8.200682121,0,4.800186739,0,721.2000122,0,464.3999939,9.600000381,8.199999809,0,4.800000191,0,534.9353325,535,87.33398438,181.6178863,24.95447143,0.201311257,65.99945676,0,63.42146732,10.67336178,11.22524265,0,33.94857245,0,1093.350494,574.2153931,731.7011952,89.96484927,73.03778665,8.568288803,14.1520149,0,1979.560976,0,1901.918699,319.6747967,336.203252,0,1017.934959,0,52.28464483,-1.779000044,58.66298648,18.93136666,30.02683061,-0.072097564,9.876447647,0
425,BP 110/02 (717221),ZSK 70.4,22010675,18:00,76.5,3.63,22.43,48.48,13.09.2022 10:15:00,14.09.2022 14:30:00,9/13/2022 18:00,185.0231707,185.002439,169.9853659,145.2487805,145.35,145.0219512,165.104878,154.9890244,99.99268293,170.8731707,153.2804878,0,0,0,185,185,170,145,145,145,165,155,100,150,140,0,0,0,799.9131217,800.000061,480.6872588,0,309.6086843,6.399933803,0,3.199792141,0,0,480.7999878,0,309.6000061,6.400000572,0,3.200000286,0,0,358.4926829,360,73.61463415,32.47195122,214.1512195,4.9,71.24755692,0,55.01072972,6.508780177,0,27.37121838,0,0,678.5393275,586.84375,562.4248345,98.17938195,34.37460327,11.70611342,250,96.19335938,2136.085366,0,1649.402439,195.304878,0,820.3170732,0,0,47.34732028,47.84534873,52.51634998,11.42706127,14.16346438,6.205921894,0,0
426,BP 110/02 (717221),ZSK 70.5,22010675,18:00,75.61,4.3,22.31,49.31,13.09.2022 10:15:00,14.09.2022 14:30:00,9/13/2022 18:00,185.0208791,184.9681319,170.0483516,145.043956,144.9241758,145.0010989,186.6758242,157.2593407,99.97362637,171.9296703,155.1967033,0,0,0,185,185,170,145,145,145,165,157,100,150,140,0,0,0,800.0143969,800.000061,480.7992098,0,309.6147924,6.399838175,0,3.200039444,0,0,480.7999878,0,309.6000061,6.400000095,0,3.200000048,0,0,358.2846154,360,74.62857143,199.3472527,171.2846154,3.671428571,65.53186354,0,58.96109696,8.516483055,0,12.60725241,0,0,733.7583933,430.1020508,525.4897796,75.13413767,28.02826309,25.36545567,94.3487854,65.54180908,1964.824176,0,1768.252747,525.4945055,0,377.7472527,0,0,47.35423002,1.675209003,53.18260947,17.44003246,41.69379945,7.788830516,0,0
427,BP 110/02 (717221),ZSK 70.4,22010676,6:00,76.64,3.4,20.64,45.1,13.09.2022 10:15:00,14.09.2022 14:30:00,9/14/2022 6:00,184.85875,185.01125,169.9775,145.0225,145.01875,144.7725,165.025,155.0375,100.0275,168.36875,151.50625,0,0,0,185,185,170,145,145,145,165,155,100,150,140,0,0,0,800.0864029,800.000061,480.8638123,0,309.6331291,6.401609337,0,3.199122602,0,0,480.7999878,0,309.6000061,6.400000572,0,3.200000286,0,0,359.45625,360,72.0625,31.44625,213.19875,5.17125,68.56099739,0,53.59774799,6.543999791,0,28.82424912,0,0,696.7679626,586.84375,577.5239944,98.4685833,34.37460327,11.19813788,250,96.19335938,2056.1625,0,1607.525,197.3125,0,863.6125,0,0,47.31765804,47.90212212,52.7684,18.06553926,13.84780488,9.416877151,0,0
428,BP 110/02 (717221),ZSK 70.5,22010676,6:00,75.4,4.28,22.8,50.23,13.09.2022 13:50:00,14.09.2022 04:30:00,9/14/2022 6:00,184.9846154,184.9857143,170.0384615,145.010989,145.0164835,145.0494505,186.5461538,156.9516484,100.021978,172.4571429,154.8120879,0,0,0,185,185,170,145,145,145,165,157,100,150,140,0,0,0,799.9820785,800.000061,480.8031817,0,309.5898377,6.400325995,0,3.199334862,0,0,480.7999878,0,309.6000061,6.400000095,0,3.200000048,0,0,358.4395604,360,73.58021978,199.4197802,172.0868132,3.838461538,65.53340182,0,58.0399984,8.491428249,0,12.5828568,0,0,733.6384479,430.1020508,534.8413985,75.38230779,28.02826309,25.47528801,94.3487854,65.54180908,1964.89011,0,1739.912088,526.9450549,0,377.1428571,0,0,47.15342897,1.309365912,52.85120786,19.94276646,41.4349911,9.067639822,0,0
