,Produktname,Line,Charge,Uhrzeit,L,a,b,YI,Beginn,Ende,current_time,Temperatures_Reg02_Sps_Istwert,Temperatures_Reg03_Sps_Istwert,Temperatures_Reg04_Sps_Istwert,Temperatures_Reg05_Sps_Istwert,Temperatures_Reg06_Sps_Istwert,Temperatures_Reg07_Sps_Istwert,Temperatures_Reg08_Sps_Istwert,Temperatures_Reg09_Sps_Istwert,Temperatures_Reg10_Sps_Istwert,Temperatures_Reg11_Sps_Istwert,Temperatures_Reg12_Sps_Istwert,Temperatures_Reg13_Sps_Istwert,Temperatures_Reg14_Sps_Istwert,Temperatures_Reg15_Sps_Istwert,Temperatures_Reg02_Pc_Sollwert,Temperatures_Reg03_Pc_Sollwert,Temperatures_Reg04_Pc_Sollwert,Temperatures_Reg05_Pc_Sollwert,Temperatures_Reg06_Pc_Sollwert,Temperatures_Reg07_Pc_Sollwert,Temperatures_Reg08_Pc_Sollwert,Temperatures_Reg09_Pc_Sollwert,Temperatures_Reg10_Pc_Sollwert,Temperatures_Reg11_Pc_Sollwert,Temperatures_Reg12_Pc_Sollwert,Temperatures_Reg13_Pc_Sollwert,Temperatures_Reg14_Pc_Sollwert,Temperatures_Reg15_Pc_Sollwert,Feeder_DosSum_Sps_Durchsatz_Istwert,Feeder_DosSum_Pc_Durchsatz_Sollwert,Feeder_Dos01_Sps_Durchsatz_Istwert,Feeder_Dos02_Sps_Durchsatz_Istwert,Feeder_Dos03_Sps_Durchsatz_Istwert,Feeder_Dos04_Sps_Durchsatz_Istwert,Feeder_Dos05_Sps_Durchsatz_Istwert,Feeder_Dos06_Sps_Durchsatz_Istwert,Feeder_Dos07_Sps_Durchsatz_Istwert,Feeder_Dos08_Sps_Durchsatz_Istwert,Feeder_Dos01_Pc_Durchsatz_Sollwert,Feeder_Dos02_Pc_Durchsatz_Sollwert,Feeder_Dos03_Pc_Durchsatz_Sollwert,Feeder_Dos04_Pc_Durchsatz_Sollwert,Feeder_Dos05_Pc_Durchsatz_Sollwert,Feeder_Dos06_Pc_Durchsatz_Sollwert,Feeder_Dos07_Pc_Durchsatz_Sollwert,Feeder_Dos08_Pc_Durchsatz_Sollwert,Misc_Hat_Sps_Drehzahl_Istwert,Misc_Hat_Pc_Drehzahl_Sollwert,Misc_Hat_Sps_Drehmoment_Istwert,Temperatures_AE_Materialtemperatur01,Temperatures_AE_Materialtemperatur02,Misc_Mtd01_Sps_Istwert,Feeder_Dos01_Sps_MotorStellwert,Feeder_Dos02_Sps_MotorStellwert,Feeder_Dos03_Sps_MotorStellwert,Feeder_Dos04_Sps_MotorStellwert,Feeder_Dos05_Sps_MotorStellwert,Feeder_Dos06_Sps_MotorStellwert,Feeder_Dos07_Sps_MotorStellwert,Feeder_Dos08_Sps_MotorStellwert,Feeder_Dos01_Sps_Dosierfaktor,Feeder_Dos02_Sps_Dosierfaktor,Feeder_Dos03_Sps_Dosierfaktor,Feeder_Dos04_Sps_Dosierfaktor,Feeder_Dos05_Sps_Dosierfaktor,Feeder_Dos06_Sps_Dosierfaktor,Feeder_Dos07_Sps_Dosierfaktor,Feeder_Dos08_Sps_Dosierfaktor,Feeder_Dos01_Sps_MotorDrehzahl,Feeder_Dos02_Sps_MotorDrehzahl,Feeder_Dos03_Sps_MotorDrehzahl,Feeder_Dos04_Sps_MotorDrehzahl,Feeder_Dos05_Sps_MotorDrehzahl,Feeder_Dos06_Sps_MotorDrehzahl,Feeder_Dos07_Sps_MotorDrehzahl,Feeder_Dos08_Sps_MotorDrehzahl,Feeder_Dos01_Sps_Nettogewicht,Feeder_Dos02_Sps_Nettogewicht,Feeder_Dos03_Sps_Nettogewicht,Feeder_Dos04_Sps_Nettogewicht,Feeder_Dos05_Sps_Nettogewicht,Feeder_Dos06_Sps_Nettogewicht,Feeder_Dos07_Sps_Nettogewicht,Feeder_Dos08_Sps_Nettogewicht
429,BP 110/02 (717221),ZSK 70.4,22010695,18:00,76.24,3.53,21.61,47.1,13.09.2022 13:50:00,14.09.2022 04:30:00,9/13/2022 18:00,185.0231707,185.002439,169.9853659,145.2487805,145.35,145.0219512,165.104878,154.9890244,99.99268293,170.8731707,153.2804878,0,0,0,185,185,170,145,145,145,165,155,100,150,140,0,0,0,799.9131217,800.000061,480.6872588,0,309.6086843,6.399933803,0,3.199792141,0,0,480.7999878,0,309.6000061,6.400000572,0,3.200000286,0,0,358.4926829,360,73.61463415,32.47195122,214.1512195,4.9,71.24755692,0,55.01072972,6.508780177,0,27.37121838,0,0,678.5393275,586.84375,562.4248345,98.17938195,34.37460327,11.70611342,250,96.19335938,2136.085366,0,1649.402439,195.304878,0,820.3170732,0,0,47.34732028,47.84534873,52.51634998,11.42706127,14.16346438,6.205921894,0,0
430,BP 110/02 (717221),ZSK 70.5,22010695,18:00,76.61,3.48,22.1,47.72,14.09.2022 20:00:00,15.09.2022 10:55:00,9/15/2022 18:00,184.9637363,185.0076923,170.0450549,144.778022,145.0879121,144.9857143,186.7956044,157.5912088,100.0065934,171.6769231,154.4065934,0,0,0,185,185,170,145,145,145,165,157,100,150,140,0,0,0,800.0380215,800.000061,480.811779,0,309.6199703,6.399585787,0,3.200389259,0,0,480.7999878,0,309.6000061,6.400000095,0,3.200000048,0,0,358.3681319,360,74.20879121,200.5384615,170.8582418,3.726373626,64.54021529,0,55.81692044,8.699120805,0,13.46681266,0,0,744.5561537,430.1020508,552.707152,74.6617658,28.02826309,24.36586539,94.3487854,65.54180908,1935.406593,0,1673.395604,538.6483516,0,403.4615385,0,0,47.4247823,1.284558097,53.52723141,10.88591247,41.00759217,4.94478821,0,0
431,BP 110/02 (717221),ZSK 70.4,22010695,6:00,77,3.01,20.57,44.45,14.09.2022 00:00:00,15.09.2022 10:55:00,9/14/2022 6:00,184.85875,185.01125,169.9775,145.0225,145.01875,144.7725,165.025,155.0375,100.0275,168.36875,151.50625,0,0,0,185,185,170,145,145,145,165,155,100,150,140,0,0,0,800.0864029,800.000061,480.8638123,0,309.6331291,6.401609337,0,3.199122602,0,0,480.7999878,0,309.6000061,6.400000572,0,3.200000286,0,0,359.45625,360,72.0625,31.44625,213.19875,5.17125,68.56099739,0,53.59774799,6.543999791,0,28.82424912,0,0,696.7679626,586.84375,577.5239944,98.4685833,34.37460327,11.19813788,250,96.19335938,2056.1625,0,1607.525,197.3125,0,863.6125,0,0,47.31765804,47.90212212,52.7684,18.06553926,13.84780488,9.416877151,0,0
432,BP 110/02 (717221),ZSK 70.5,22010695,6:00,75.86,3.89,22.29,48.77,14.09.2022 14:30:00,15.09.2022 17:00:00,9/15/2022 6:00,185.0444444,184.9222222,169.9888889,145.0866667,145.0277778,144.9522222,187.3977778,159.6844444,100.0177778,172.1244444,154.9033333,0,0,0,185,185,170,145,145,145,165,157,100,150,140,0,0,0,799.9723735,800.000061,480.8044352,0,309.5694227,6.398915874,0,3.200486432,0,0,480.7999878,0,309.6000061,6.400000095,0,3.200000048,0,0,358.3744444,360,73.16,200.0033333,171.6566667,3.485555556,65.40599569,0,56.90577554,8.496221881,0,12.68644405,0,0,735.3310954,430.1020508,543.9409817,75.21248288,28.02826309,25.19240426,94.3487854,65.54180908,1961.333333,0,1706.411111,527.0222222,0,379.9888889,0,0,47.35755751,1.142479324,51.88757579,19.37866304,41.12569249,9.367367236,0,0
433,BP 110/02 (717231),ZSK 70.8,22010647,9:35,74.47,4.7,23.38,52.09,14.09.2022 14:30:00,15.09.2022 17:00:00,9/15/2022 9:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,BP 110/02 (717231),ZSK 70.8,22010647,18:00,75.19,4.3,22.8,50.36,14.09.2022 04:30:00,14.09.2022 14:30:00,9/14/2022 18:00,179.7072,169.8319998,154.9800006,145.0000001,145.4967997,144.8287992,130.4400001,140.0224004,90.87359979,19.22480009,16.93999977,0,0,0,180,170,155,145,145,145,130,140,90,25,25,0,0,0,1208.266842,1208.199951,721.1884458,0,464.4894275,9.599889893,8.20063533,0,4.801101913,0,721.2000122,0,464.3999939,9.600000381,8.199999809,0,4.800000191,0,534.9498047,535,87.93949219,181.5200006,16.32079988,0.483564814,65.66570929,0,59.69039996,10.65399558,11.30864751,0,35.62088467,0,1098.379939,574.2153931,779.0455566,90.1070163,72.51983636,8.568288803,13.46893371,0,1969.504,0,1790.4,319.192,338.856,0,1068.12,0,52.70100253,-1.779000044,58.89582687,18.47239288,33.08361754,-0.076040003,7.955576385,0
435,BP 110/02 (717221),ZSK 70.4,22010696,6:00,77.09,3.25,21.53,46.3,14.09.2022 04:30:00,14.09.2022 14:30:00,9/14/2022 6:00,184.85875,185.01125,169.9775,145.0225,145.01875,144.7725,165.025,155.0375,100.0275,168.36875,151.50625,0,0,0,185,185,170,145,145,145,165,155,100,150,140,0,0,0,800.0864029,800.000061,480.8638123,0,309.6331291,6.401609337,0,3.199122602,0,0,480.7999878,0,309.6000061,6.400000572,0,3.200000286,0,0,359.45625,360,72.0625,31.44625,213.19875,5.17125,68.56099739,0,53.59774799,6.543999791,0,28.82424912,0,0,696.7679626,586.84375,577.5239944,98.4685833,34.37460327,11.19813788,250,96.19335938,2056.1625,0,1607.525,197.3125,0,863.6125,0,0,47.31765804,47.90212212,52.7684,18.06553926,13.84780488,9.416877151,0,0
436,BP 110/02 (717221),ZSK 70.5,22010696,6:00,74.17,5,23.8,53.24,16.09.2022 02:15:00,16.09.2022 17:30:00,9/16/2022 6:00,185.0630435,184.9869565,169.975,145.1521739,144.9336957,145.2141304,189.5076087,155.5891304,99.95543478,174.2097826,156.1097826,0,0,0,185,185,170,145,145,145,165,155.4130435,100,150,140,0,0,0,800.0125918,800.000061,480.8067116,0,309.614025,6.39961534,0,3.199367191,0,0,480.7999878,0,309.6000061,6.400000095,0,3.200000048,0,0,358.6108696,360,74.70978261,201.4630435,173.8304348,3.708695652,64.51586566,0,51.86760695,8.544999662,0,12.48760825,0,0,744.9942269,430.1020508,596.7680332,74.58707129,28.02826309,25.62893357,94.3487854,65.54180908,1934.728261,0,1555.141304,528.3478261,0,374.0217391,0,0,47.33554707,1.148216704,53.64497044,20.14620715,40.82480422,8.950816859,0,0
437,BP 110/02 (717231),ZSK 70.8,22010648,18:00,73.12,5.16,24.14,54.52,16.09.2022 02:15:00,16.09.2022 17:30:00,9/16/2022 18:00,179.3426225,169.654098,155.0024587,144.9836066,145.4213113,144.8967214,130.3967208,140.028689,90.87704893,19.77213112,19.35983591,0,0,0,180,170,155,145,145,145,130,140,90,25,25,0,0,0,1208.15731,1208.199951,721.1991792,0,464.3141792,9.598704033,8.199252261,0,4.799832067,0,721.2000122,0,464.3999939,9.600000381,8.199999809,0,4.800000191,0,534.9435275,535,88.15747871,181.6860657,16.87868847,0.251759829,65.199541,0,64.43883843,11.4746665,11.31317089,0,32.53948065,0,1106.489788,574.2153931,724.1839685,83.7417146,72.51371984,8.568288803,14.76265561,0,1955.434426,0,1932.959016,343.7540984,338.8278689,0,975.5737705,0,51.9884369,-1.779000044,59.31255206,18.24032874,34.20138684,-0.072704921,7.396016754,0
438,BP 110/02 (717231),ZSK 70.8,22010648,6:00,73.96,4.74,23.73,52.99,15.09.2022 17:00:00,16.09.2022 20:50:00,9/16/2022 6:00,178.6349593,169.7065044,154.9243896,145.0398362,145.4691059,144.7853654,130.4308941,139.9341465,90.92682908,18.13333325,16.12195113,0,0,0,180,170,155,145,145,145,130,140,90,25,25,0,0,0,1208.115118,1208.199951,721.1896789,0,464.3460688,9.600327693,8.200352762,0,4.799066121,0,721.2000122,0,464.3999939,9.600000381,8.199999809,0,4.800000191,0,534.9418826,535,87.99197313,181.4813002,15.76666674,0.704971674,65.29846464,0,59.69734942,10.9773926,11.26686959,0,32.53641178,0,1104.269789,574.2153931,778.4106287,87.4851875,72.81310347,8.568288803,14.76688487,0,1958.544715,0,1790.373984,328.8130081,337.504065,0,975.4471545,0,51.96487253,-1.779000044,58.94941749,20.61425297,31.99406658,-0.078048784,9.651732158,0
439,BP 110/02 (717221),ZSK 70.4,22010698,6:45,76.85,3.32,21.23,45.96,15.09.2022 17:00:00,16.09.2022 20:50:00,9/16/2022 6:45,185.2036585,185.4146341,170.054878,144.8963415,144.9073171,144.6109756,164.6378049,154.9902439,100,171.404878,153.5658537,0,0,0,185,185,170,145,145,145,165,155,100,150,140,0,0,0,800.0886275,800.000061,480.8482108,0,309.6239468,6.400479689,0,3.20108216,0,0,480.7999878,0,309.6000061,6.400000572,0,3.200000286,0,0,360.2963415,360,72.6902439,22.55121951,215.9341463,5.001219512,73.62292332,0,47.43682731,6.606341199,0,28.54853565,0,0,654.4164191,586.84375,652.9426418,96.95623872,34.37460327,11.17867023,250,96.19335938,2207.829268,0,1422.536585,197.8780488,0,856.0487805,0,0,47.26020906,47.99055527,53.81977919,18.85322496,13.06944377,9.00840729,0,0
440,BP 110/02 (717221),ZSK 70.5,22010698,6:45,75.73,4.21,22.59,49.66,15.09.2022 17:00:00,16.09.2022 20:50:00,9/16/2022 6:45,185.0351648,185.0516484,169.9758242,145.243956,145.0494505,144.9989011,189.4318681,154.9835165,100.0021978,174.3120879,156.2824176,0,0,0,185,185,170,145,145,145,165,155,100,150,140,0,0,0,799.9894825,800.000061,480.8009328,0,309.5787696,6.40141921,0,3.199707173,0,0,480.7999878,0,309.6000061,6.400000095,0,3.200000048,0,0,358.5956044,360,74.93846154,201.6483516,173.8879121,3.707692308,64.5569183,0,51.9912075,8.72241714,0,12.47340611,0,0,744.8227204,430.1020508,596.2284016,73.3737082,28.02826309,25.63214262,94.3487854,65.54180908,1935.835165,0,1558.527473,541.5494505,0,373.7692308,0,0,46.96100239,1.122790536,49.19314005,22.29696228,40.80977698,10.05250203,0,0
441,BP 110/02 (717231),ZSK 70.8,22010649,18:00,72.87,5.08,23.83,54.05,15.09.2022 17:00:00,16.09.2022 20:50:00,9/15/2022 18:00,180.311291,169.854032,154.9612903,145.0701621,145.4725807,145.18871,130.4814515,139.9620967,90.81209632,21.15564534,20.25887099,0,0,0,180,170,155,145,145,145,130,140,90,25,25,0,0,0,1208.289,1208.199951,721.2062171,0,464.490764,9.600538415,8.19953737,0,4.800731428,0,721.2000122,0,464.3999939,9.600000381,8.199999809,0,4.800000191,0,534.9396736,535,88.07686098,181.6346774,17.21774209,0.455554157,65.37247178,0,62.73874311,10.69692589,11.26076315,0,35.17353147,0,1102.898727,574.2153931,739.8105543,89.72040878,72.8586731,8.568288803,13.66051005,0,1960.693548,0,1881.548387,320.4193548,337.3064516,0,1054.991935,0,52.51472027,-1.779000044,57.93501875,25.31512211,30.85322718,-0.065806454,10.22778274,0
442,BP 110/02 (717231),ZSK 70.8,22010649,6:45,73.31,5.19,23.77,53.82,15.09.2022 17:00:00,16.09.2022 20:50:00,9/16/2022 6:45,180.6520318,169.8495932,155.0162599,145.0292682,145.470732,144.8739831,130.4008129,140.0829268,90.80406449,18.07723569,16.16504067,0,0,0,180,170,155,145,145,145,130,140,90,25,25,0,0,0,1208.181478,1208.199951,721.206805,0,464.3712525,9.599844514,8.199885834,0,4.800024789,0,721.2000122,0,464.3999939,9.600000381,8.199999809,0,4.800000191,0,534.9320575,535,88.14649628,181.5707322,15.89105698,0.702854471,65.48990743,0,60.6865948,11.03971816,11.22585324,0,32.59843578,0,1101.468207,574.2153931,766.3306726,86.98949519,73.07061836,8.568288803,14.72783581,0,1964.235772,0,1820.203252,330.6585366,336.2926829,0,977.5365854,0,51.66757156,-1.779000044,59.40833636,13.40168357,29.0055705,-0.070780491,6.045040918,0
443,BP 110/02 (717221),ZSK 70.4,22010697,18:00,76.73,3.35,21.54,46.58,15.09.2022 17:00:00,16.09.2022 20:50:00,9/15/2022 18:00,184.8646341,184.995122,170.0195122,144.9963415,145.0939024,144.8780488,165.0195122,155.0012195,100.004878,170.05,151.7097561,0,0,0,185,185,170,145,145,145,165,155,100,150,140,0,0,0,800.1024728,800.000061,480.8623196,0,309.6300131,6.399254671,0,3.199009744,0,0,480.7999878,0,309.6000061,6.400000572,0,3.200000286,0,0,359.3914634,360,72.74146341,26.02926829,213.9182927,4.990243902,68.54341181,0,51.64463229,6.500975388,0,29.84756,0,0,696.6962146,586.84375,596.1292635,98.28918978,34.37460327,10.83756375,250,96.19335938,2055.914634,0,1548.597561,194.9390244,0,894.1585366,0,0,47.28524678,47.93254471,53.16726126,8.166895517,13.35196639,4.144254126,0,0
444,BP 110/02 (717231),ZSK 70.8,22010650,8:00,73.25,5.09,23.31,52.97,14.09.2022 14:30:00,15.09.2022 17:00:00,9/15/2022 8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,BP 110/02 (717231),ZSK 70.8,22010650,8:00,72.94,5.23,24.04,54.52,15.09.2022 10:55:00,16.09.2022 02:15:00,9/16/2022 8:00,180.6764227,169.7178862,154.9813009,144.9455286,145.4796745,144.6658532,130.438211,140.0268298,90.84390222,18.12601618,15.95853658,0,0,0,180,170,155,145,145,145,130,140,90,25,25,0,0,0,1208.339897,1208.199951,721.2057842,0,464.5341524,9.599438869,8.199933595,0,4.799795302,0,721.2000122,0,464.3999939,9.600000381,8.199999809,0,4.800000191,0,534.9421804,535,88.07885147,181.576423,16.09593488,0.693621086,65.24050922,0,61.39309602,10.91743105,11.3309331,0,32.42398223,0,1104.859889,574.2153931,755.5465867,88.00437406,72.4029505,8.568288803,14.81047003,0,1956.756098,0,1841.398374,327.1382114,339.4227642,0,972.1219512,0,51.98266121,-1.779000044,59.01413299,15.58965926,30.42877382,-0.075756102,6.064707601,0
446,BP 110/02 (717231),ZSK 70.8,22010650,6:00,73.31,5.05,23.36,52.98,15.09.2022 10:55:00,16.09.2022 02:15:00,9/16/2022 6:00,178.6349593,169.7065044,154.9243896,145.0398362,145.4691059,144.7853654,130.4308941,139.9341465,90.92682908,18.13333325,16.12195113,0,0,0,180,170,155,145,145,145,130,140,90,25,25,0,0,0,1208.115118,1208.199951,721.1896789,0,464.3460688,9.600327693,8.200352762,0,4.799066121,0,721.2000122,0,464.3999939,9.600000381,8.199999809,0,4.800000191,0,534.9418826,535,87.99197313,181.4813002,15.76666674,0.704971674,65.29846464,0,59.69734942,10.9773926,11.26686959,0,32.53641178,0,1104.269789,574.2153931,778.4106287,87.4851875,72.81310347,8.568288803,14.76688487,0,1958.544715,0,1790.373984,328.8130081,337.504065,0,975.4471545,0,51.96487253,-1.779000044,58.94941749,20.61425297,31.99406658,-0.078048784,9.651732158,0
447,BP 110/02 (717231),ZSK 70.8,22010650,6:00,72.93,5.36,24.07,54.7,15.09.2022 17:00:00,16.09.2022 20:50:00,9/16/2022 6:00,178.6349593,169.7065044,154.9243896,145.0398362,145.4691059,144.7853654,130.4308941,139.9341465,90.92682908,18.13333325,16.12195113,0,0,0,180,170,155,145,145,145,130,140,90,25,25,0,0,0,1208.115118,1208.199951,721.1896789,0,464.3460688,9.600327693,8.200352762,0,4.799066121,0,721.2000122,0,464.3999939,9.600000381,8.199999809,0,4.800000191,0,534.9418826,535,87.99197313,181.4813002,15.76666674,0.704971674,65.29846464,0,59.69734942,10.9773926,11.26686959,0,32.53641178,0,1104.269789,574.2153931,778.4106287,87.4851875,72.81310347,8.568288803,14.76688487,0,1958.544715,0,1790.373984,328.8130081,337.504065,0,975.4471545,0,51.96487253,-1.779000044,58.94941749,20.61425297,31.99406658,-0.078048784,9.651732158,0
448,BP 110/02 (717231),ZSK 70.8,22010651,6:00,73.65,4.91,23.36,52.67,15.09.2022 17:00:00,16.09.2022 20:50:00,9/16/2022 6:00,178.6349593,169.7065044,154.9243896,145.0398362,145.4691059,144.7853654,130.4308941,139.9341465,90.92682908,18.13333325,16.12195113,0,0,0,180,170,155,145,145,145,130,140,90,25,25,0,0,0,1208.115118,1208.199951,721.1896789,0,464.3460688,9.600327693,8.200352762,0,4.799066121,0,721.2000122,0,464.3999939,9.600000381,8.199999809,0,4.800000191,0,534.9418826,535,87.99197313,181.4813002,15.76666674,0.704971674,65.29846464,0,59.69734942,10.9773926,11.26686959,0,32.53641178,0,1104.269789,574.2153931,778.4106287,87.4851875,72.81310347,8.568288803,14.76688487,0,1958.544715,0,1790.373984,328.8130081,337.504065,0,975.4471545,0,51.96487253,-1.779000044,58.94941749,20.61425297,31.99406658,-0.078048784,9.651732158,0
449,BP 110/02 (717231),ZSK 70.8,22010652,18:00,73.64,4.86,22.88,51.8,19.09.2022 09:45:00,20.09.2022 09:45:00,9/19/2022 18:00,179.853901,169.7354605,154.9042553,144.9929078,145.4276596,145.1035464,130.4560276,139.9737594,91.01985823,21.47730466,20.86382967,0,0,0,180,170,155,145,145,145,130,140,90,25,25,0,0,0,1208.099874,1208.199951,721.1753908,0,464.3289284,9.601022984,8.199890008,0,4.79945566,0,721.2000122,0,464.3999939,9.600000381,8.199999809,0,4.800000191,0,534.9443152,535,88.61104762,181.4900709,22.65390076,0.529862753,70.1131502,0,66.539158,10.49296258,11.23432671,0,30.71099916,0,1029.215651,574.2153931,699.4938601,91.45327937,73.00575819,8.568288803,15.63816156,0,2102.829787,0,1995.822695,314.2411348,336.4822695,0,920.7092199,0,51.82394582,-1.779000044,58.96277572,21.04813576,30.11654747,-0.061404259,9.252589114,0
450,BP 110/02 (717231),ZSK 70.8,22010652,6:00,72.8,5.06,23.68,53.81,19.09.2022 09:00:00,20.09.2022 01:00:00,9/20/2022 6:00,179.9521427,169.7442859,154.9678574,144.956429,145.529285,144.9000003,130.4121425,139.9728569,90.88857149,20.36071397,20.37428523,0,0,0,180,170,155,145,145,145,130,140,90,25,25,0,0,0,1208.350147,1208.199951,721.2235718,0,464.5244871,9.599240283,8.199079289,0,4.799106458,0,721.2000122,0,464.3999939,9.600000381,8.199999809,0,4.800000191,0,534.939488,535,89.23362514,181.3357143,21.89999962,0.63879589,69.74672694,0,67.98561499,10.60166995,11.33439091,0,31.59317882,0,1033.382282,574.2153931,684.3159603,90.61409078,72.39415648,8.568288803,15.20674601,0,2091.978571,0,2039.121429,317.5357143,339.5357143,0,947.3142857,0,51.85305974,-1.779000044,58.54151718,17.23435797,31.53323002,-0.060457146,7.258807482,0
451,BP 110/02 (717231),ZSK 70.8,22010652,6:00,72.19,5.45,23.51,54.22,19.09.2022 09:00:00,20.09.2022 01:00:00,9/20/2022 6:00,179.9521427,169.7442859,154.9678574,144.956429,145.529285,144.9000003,130.4121425,139.9728569,90.88857149,20.36071397,20.37428523,0,0,0,180,170,155,145,145,145,130,140,90,25,25,0,0,0,1208.350147,1208.199951,721.2235718,0,464.5244871,9.599240283,8.199079289,0,4.799106458,0,721.2000122,0,464.3999939,9.600000381,8.199999809,0,4.800000191,0,534.939488,535,89.23362514,181.3357143,21.89999962,0.63879589,69.74672694,0,67.98561499,10.60166995,11.33439091,0,31.59317882,0,1033.382282,574.2153931,684.3159603,90.61409078,72.39415648,8.568288803,15.20674601,0,2091.978571,0,2039.121429,317.5357143,339.5357143,0,947.3142857,0,51.85305974,-1.779000044,58.54151718,17.23435797,31.53323002,-0.060457146,7.258807482,0
452,BP 110/02 (717231),ZSK 70.8,22010702,11:30,73.93,4.71,22.78,51.33,19.09.2022 09:00:00,20.09.2022 01:00:00,9/19/2022 11:30,179.6333332,169.7354611,154.9560278,144.9865251,145.4333338,144.732624,130.4248225,140.0865248,91.00709247,21.67517738,22.23829786,0,0,0,180,170,155,145,145,145,130,140,90,25,25,0,0,0,1208.306641,1208.199951,721.189828,0,464.5135736,9.599810918,8.200768565,0,4.79963145,0,721.2000122,0,464.3999939,9.600000381,8.199999809,0,4.800000191,0,534.9427568,535,88.3919444,181.5801416,22.24326241,0.280886771,65.36603552,0,59.64305228,10.62778311,11.44269379,0,29.42399812,0,1103.589149,574.2153931,774.5648678,90.37961373,71.66888985,8.568288803,16.32359668,0,1960.397163,0,1788.687943,318.2907801,342.7092199,0,882.2269504,0,51.99124362,-1.779000044,59.13365509,16.44721361,31.20776734,-0.058255322,6.513574759,0
453,BP 110/02 (717231),ZSK 70.8,22010702,18:30,74.67,4.71,22.72,50.87,19.09.2022 09:00:00,20.09.2022 01:00:00,9/19/2022 18:30,180.8304968,169.6624109,154.9936174,145.0163126,145.5007088,144.9567378,130.4312059,139.9907799,90.83049633,20.72765979,20.20000024,0,0,0,180,170,155,145,145,145,130,140,90,25,25,0,0,0,1208.244015,1208.199951,721.1944468,0,464.4571291,9.599991927,8.200721477,0,4.800200486,0,721.2000122,0,464.3999939,9.600000381,8.199999809,0,4.800000191,0,534.9344456,535,88.59359417,181.4560284,21.87588667,0.543047752,70.44920441,0,66.30171485,10.43790864,11.16836492,0,30.8794259,0,1024.282001,574.2153931,700.9865493,91.9439477,73.39582435,8.568288803,15.53980396,0,2113,0,1988.595745,312.6453901,334.5319149,0,925.7801418,0,51.82480405,-1.779000044,57.94943532,19.38114982,32.20229939,-0.071723408,8.357808911,0
454,BP 110/02 (717231),ZSK 70.8,22010702,6:00,74.13,5.01,23.1,52.07,19.09.2022 09:45:00,20.09.2022 09:45:00,9/20/2022 6:00,179.9521427,169.7442859,154.9678574,144.956429,145.529285,144.9000003,130.4121425,139.9728569,90.88857149,20.36071397,20.37428523,0,0,0,180,170,155,145,145,145,130,140,90,25,25,0,0,0,1208.350147,1208.199951,721.2235718,0,464.5244871,9.599240283,8.199079289,0,4.799106458,0,721.2000122,0,464.3999939,9.600000381,8.199999809,0,4.800000191,0,534.939488,535,89.23362514,181.3357143,21.89999962,0.63879589,69.74672694,0,67.98561499,10.60166995,11.33439091,0,31.59317882,0,1033.382282,574.2153931,684.3159603,90.61409078,72.39415648,8.568288803,15.20674601,0,2091.978571,0,2039.121429,317.5357143,339.5357143,0,947.3142857,0,51.85305974,-1.779000044,58.54151718,17.23435797,31.53323002,-0.060457146,7.258807482,0
455,BP 110/02 (717231),ZSK 70.8,22010702,6:00,74.06,4.77,22.63,51.07,19.09.2022 09:45:00,20.09.2022 09:45:00,9/20/2022 6:00,179.9521427,169.7442859,154.9678574,144.956429,145.529285,144.9000003,130.4121425,139.9728569,90.88857149,20.36071397,20.37428523,0,0,0,180,170,155,145,145,145,130,140,90,25,25,0,0,0,1208.350147,1208.199951,721.2235718,0,464.5244871,9.599240283,8.199079289,0,4.799106458,0,721.2000122,0,464.3999939,9.600000381,8.199999809,0,4.800000191,0,534.939488,535,89.23362514,181.3357143,21.89999962,0.63879589,69.74672694,0,67.98561499,10.60166995,11.33439091,0,31.59317882,0,1033.382282,574.2153931,684.3159603,90.61409078,72.39415648,8.568288803,15.20674601,0,2091.978571,0,2039.121429,317.5357143,339.5357143,0,947.3142857,0,51.85305974,-1.779000044,58.54151718,17.23435797,31.53323002,-0.060457146,7.258807482,0
