"qs_merkmal_id","wertnum","bemerkg","csnr"
"203",NULL,NULL,"22800054"
"209",NULL,NULL,"22800054"
"235","19.08","MP AA","22800054"
"235",NULL,NULL,"22800054"
"235",NULL,NULL,"22800054"
"235",NULL,NULL,"22800054"
"235",NULL,NULL,"22800054"
"235",NULL,NULL,"22800054"
"235",NULL,NULL,"22800054"
"236","72.44","MP AA","22800054"
"236",NULL,NULL,"22800054"
"236",NULL,NULL,"22800054"
"236",NULL,NULL,"22800054"
"236",NULL,NULL,"22800054"
"236",NULL,NULL,"22800054"
"236",NULL,NULL,"22800054"
"237","0.55","MP AA","22800054"
"237",NULL,NULL,"22800054"
"237",NULL,NULL,"22800054"
"237",NULL,NULL,"22800054"
"237",NULL,NULL,"22800054"
"237",NULL,NULL,"22800054"
"237",NULL,NULL,"22800054"
"238","8.06","MP AA","22800054"
"238",NULL,NULL,"22800054"
"238",NULL,NULL,"22800054"
"238",NULL,NULL,"22800054"
"238",NULL,NULL,"22800054"
"238",NULL,NULL,"22800054"
"238",NULL,NULL,"22800054"
"197","12.369","7 06.00","22800055"
"197","10.404","10 06.00","22800055"
"197","10.043","7+10 06.00 AA","22800055"
"197","10.137","7+10 18.00 AA","22800055"
"197","9.9006","MP","22800055"
"198","1.403","7 06.00","22800055"
"198","1.407","10 06.00","22800055"
"198","1.414","7+10 06.00 AA","22800055"
"198","1.414","7+10 18.00 AA","22800055"
"198","1.411","MP","22800055"
"100","0.24","7 06.00","22800055"
"100","0.16","10 06.00","22800055"
"100","0.07","7+10 06.00 AA","22800055"
"100","0.11","7+10 18.00 AA","22800055"
"100","0.11","MP","22800055"
"188","0.0",NULL,"22800055"
"188","1.0",NULL,"22800055"
"203","0.019","MP","22800055"
"235","19.4","MP","22800055"
"235",NULL,NULL,"22800055"
"235",NULL,NULL,"22800055"
"235",NULL,NULL,"22800055"
"235",NULL,NULL,"22800055"
"236","72.6","MP ","22800055"
"236",NULL,NULL,"22800055"
"236",NULL,NULL,"22800055"
"236",NULL,NULL,"22800055"
"236",NULL,NULL,"22800055"
"237","0.54","MP","22800055"
"237",NULL,NULL,"22800055"
"237",NULL,NULL,"22800055"
"237",NULL,NULL,"22800055"
"237",NULL,NULL,"22800055"
"238","8.23","MP","22800055"
"238",NULL,NULL,"22800055"
"238",NULL,NULL,"22800055"
"238",NULL,NULL,"22800055"
"238",NULL,NULL,"22800055"
"203","0.132","7 06.00","22800055"
"203","0.104","10 6.00","22800055"
"203","0.016","7+10 06.00 AA","22800055"
"203","0.023","7+10 18.00 AA","22800055"
"197","11.687","06:00 7","22800056"
"197","11.032","06:00 10","22800056"
"197","10.36","06:00 AA","22800056"
"197","10.117","MP","22800056"
"198","1.408","7 06:00","22800056"
"198","1.412","10 06:00","22800056"
"198","1.413","LMAA 06:00","22800056"
"198","1.414","MP","22800056"
"100","0.26","7 06:00","22800056"
"100","0.17","10 06:00","22800056"
"100","0.13","LMAA 06:00","22800056"
"100","0.13","MP","22800056"
"188","0.0",NULL,"22800056"
"188","1.0",NULL,"22800056"
"203","0.151","7 06:00","22800056"
"203","0.107","10 06:00","22800056"
"203","0.021","LMAA 06:00","22800056"
"203","0.022","MP","22800056"
"235","19.15",NULL,"22800056"
"236","73.34",NULL,"22800056"
"237","0.43",NULL,"22800056"
"238","8.23",NULL,"22800056"
"197","15.8","18:00","22800057"
"197","12.739","18:00","22800057"
"197","14.705","12:00","22800057"
"197","12.532","12:00","22800057"
"197","12.282","18:00","22800057"
"197","11.902","MP","22800057"
"198","1.402","18:00","22800057"
"198","1.405","18:00","22800057"
"198","1.408","12:00","22800057"
"198","1.406","12:00","22800057"
"198","1.413","18:00","22800057"
"198","1.412","MP","22800057"
"100","0.24","18:00","22800057"
"100","0.16","18:00","22800057"
"100","0.18","12:00","22800057"
"100","0.2","12:00","22800057"
"100","0.1","18:00","22800057"
"100","0.1","MP","22800057"
"188","0.0",NULL,"22800057"
"188","1.0",NULL,"22800057"
"203","0.192","18:00","22800057"
"203","0.138","18:00","22800057"
"203","0.178","12:00","22800057"
"203","0.113","12:00","22800057"
"203","0.033","18:00","22800057"
"203","0.036","MP","22800057"
"235","19.1",NULL,"22800057"
"236","72.31",NULL,"22800057"
"236",NULL,NULL,"22800057"
"236",NULL,NULL,"22800057"
"236",NULL,NULL,"22800057"
"236",NULL,NULL,"22800057"
"237","0.42",NULL,"22800057"
"238","8.11",NULL,"22800057"
"238",NULL,NULL,"22800057"
"238",NULL,NULL,"22800057"
"238",NULL,NULL,"22800057"
"238",NULL,NULL,"22800057"
"238",NULL,NULL,"22800057"
"238",NULL,NULL,"22800057"
"238",NULL,NULL,"22800057"
"238",NULL,NULL,"22800057"
"238",NULL,NULL,"22800057"
"238",NULL,NULL,"22800057"
"197","12.213","18:00 AA","22800058"
"197","14.26","7 06:00","22800058"
"197","13.1003","10 7 06:00","22800058"
"197","11.697","AA 06:00","22800058"
"197","11.961","AA 06:00","22800058"
"197","12.141","MP","22800058"
"198","1.411","18:00 AA","22800058"
"198","1.429","7 06:00","22800058"
"198","1.406","10 06:00","22800058"
"198","1.411","AA 06:00","22800058"
"198","1.412","AA 06:00","22800058"
"198","1.412","MP","22800058"
"100","0.13","18:00 AA","22800058"
"100","0.22","7 06:00","22800058"
"100","0.18","10 06:00","22800058"
"100","0.09","AA 06:00","22800058"
"100","0.1","AA 06:00","22800058"
"100","0.12","MP","22800058"
"188","0.0",NULL,"22800058"
"188","1.0",NULL,"22800058"
"203","0.026","18:00 AA","22800058"
"203","0.155","7 06:00","22800058"
"203","0.123","10 06:00","22800058"
"203","0.021","AA 06:00","22800058"
"203","0.021","AA 06:00","22800058"
"203","0.032","MP","22800058"
"235","18.73",NULL,"22800058"
"236","72.44",NULL,"22800058"
"237","0.38",NULL,"22800058"
"238","7.97",NULL,"22800058"
"209","38.27","TGA. AK","22800054"
"209","38.29","MP","22800055"
"209","38.38","MP","22800056"
"197","11.932","AA 06.00","22800059"
"197","11.84","MP","22800059"
"197","15.198","7 06.00","22800059"
"197","12.559","10 06.00","22800059"
"197","12.089","MP","22800059"
"198","1.41","AA 06.00","22800059"
"198","1.413","MP","22800059"
"198","1.41","7 06.00","22800059"
"198","1.408","10 06.00","22800059"
"198","1.412","AA 18.00","22800059"
"100","0.13","AA 06.00","22800059"
"100","0.13","MP","22800059"
"100","0.25","7 06.00","22800059"
"100","0.17","10 06.00","22800059"
"100","0.12","AA 18.00","22800059"
"188","0.0",NULL,"22800059"
"188","1.0",NULL,"22800059"
"203","0.2","7 06.00","22800059"
"203","0.094","10 06.00","22800059"
"203","0.021","AA 18.00","22800059"
"203","0.018","AA 06.00","22800059"
"203","0.019","MP","22800059"
"209",NULL,NULL,"22800059"
"235","19.07","MP","22800059"
"235",NULL,NULL,"22800059"
"235",NULL,NULL,"22800059"
"235",NULL,NULL,"22800059"
"235",NULL,NULL,"22800059"
"236","71.91","MP","22800059"
"236",NULL,NULL,"22800059"
"236",NULL,NULL,"22800059"
"236",NULL,NULL,"22800059"
"236",NULL,NULL,"22800059"
"237","0.41","MP","22800059"
"237",NULL,NULL,"22800059"
"237",NULL,NULL,"22800059"
"237",NULL,NULL,"22800059"
"237",NULL,NULL,"22800059"
"238","8.06","MP","22800059"
"238",NULL,NULL,"22800059"
"238",NULL,NULL,"22800059"
"238",NULL,NULL,"22800059"
"238",NULL,NULL,"22800059"
"197","15.923","70.7 06:00","22800060"
"197","12.752","70.10 06:00","22800060"
"197","11.971","70.7 06:00 01.04.2022","22800060"
"197","12.112","70.10 06:00 01.04.2022","22800060"
"197","11.902","MP AA","22800060"
"197","11.971","70.7.10 18:00 AA","22800060"
"197",NULL," ","22800060"
"198","1.406","70.7 06:00","22800060"
"198","1.409","70.10 06:00","22800060"
"198","1.403","70.7 06:00 01.04.2022","22800060"
"198","1.409","70.10 06:00 01.04.2022","22800060"
"198","1.409","MP AA","22800060"
"198","1.411","70.7+10 18:00 AA","22800060"
"198",NULL,NULL,"22800060"
"100","0.26","70.7 06:00","22800060"
"100","0.17","70.10 06:00","22800060"
"100","0.29"," 70.7 06:00  01.04.2022","22800060"
"100","0.19","70.10 06:00  01.04.2022","22800060"
"100","0.07","MP AA","22800060"
"100","0.11","70.7+10 18:00 AA","22800060"
"100",NULL,NULL,"22800060"
"182",NULL,NULL,"22800060"
"182",NULL,NULL,"22800060"
"182",NULL,NULL,"22800060"
"182",NULL,NULL,"22800060"
"182",NULL,NULL,"22800060"
"182",NULL,NULL,"22800060"
"182",NULL,NULL,"22800060"
"188","0.0",NULL,"22800060"
"188","1.0",NULL,"22800060"
"203","0.204","70.7 06:00","22800060"
"203","0.098","70.10 06:00","22800060"
"203","0.207","70.7 06:00  01.04.2022","22800060"
"203","0.12","70.10 06:00  01.04.2022","22800060"
"203","0.028","MP AA","22800060"
"203","0.034","70.7+10 18:00 A","22800060"
"203",NULL,NULL,"22800060"
"235","19.29","MP AA","22800060"
"235",NULL,NULL,"22800060"
"235",NULL,NULL,"22800060"
"235",NULL,NULL,"22800060"
"235",NULL,NULL,"22800060"
"235",NULL,NULL,"22800060"
"235",NULL,NULL,"22800060"
"236","71.9","MP AA","22800060"
"236",NULL,NULL,"22800060"
"236",NULL,NULL,"22800060"
"236",NULL,NULL,"22800060"
"236",NULL,NULL,"22800060"
"236",NULL,NULL,"22800060"
"236",NULL,NULL,"22800060"
"237","0.41","MP AA","22800060"
"237",NULL,NULL,"22800060"
"237",NULL,NULL,"22800060"
"237",NULL,NULL,"22800060"
"237",NULL,NULL,"22800060"
"237",NULL,NULL,"22800060"
"237",NULL,NULL,"22800060"
"238","8.17","MP AA","22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"238",NULL,NULL,"22800060"
"197","16.048","70.7 06:00","22800061"
"197","12.777","70.10 06:00","22800061"
"197","11.908","70.7+10 18:00 AA","22800061"
"197","12.115","MP AA","22800061"
"197",NULL,NULL,"22800061"
"198","1.403","70.7 06:00","22800061"
"198","1.412","70.10 06:00","22800061"
"198","1.438","70.7+10 18:00","22800061"
"198","1.413","MP AA","22800061"
"198",NULL,NULL,"22800061"
"100","0.22","70.7 06:00","22800061"
"100","0.22","70.10 06:00","22800061"
"100","0.15","70.7+10 18:00","22800061"
"100","0.08","MP AA","22800061"
"100",NULL,NULL,"22800061"
"188","0.0",NULL,"22800061"
"188","1.0",NULL,"22800061"
"203","0.1","70.7 06:00","22800061"
"203","0.179","70.10 06:00","22800061"
"203","0.05","70.7+10 18:00","22800061"
"203","0.05","MP AA","22800061"
"235","18.41","MP AA","22800061"
"235",NULL,NULL,"22800061"
"235",NULL,NULL,"22800061"
"235",NULL,NULL,"22800061"
"235",NULL,NULL,"22800061"
"236","73.32","MP AA","22800061"
"236",NULL,NULL,"22800061"
"236",NULL,NULL,"22800061"
"236",NULL,NULL,"22800061"
"236",NULL,NULL,"22800061"
"237","0.31","MP AA","22800061"
"237",NULL,NULL,"22800061"
"237",NULL,NULL,"22800061"
"237",NULL,NULL,"22800061"
"237",NULL,NULL,"22800061"
"238","7.94","MP AA","22800061"
"238",NULL,NULL,"22800061"
"238",NULL,NULL,"22800061"
"238",NULL,NULL,"22800061"
"238",NULL,NULL,"22800061"
"197","15.49","7 06.00","22800064"
"197","12.708","10 06.00","22800064"
"197","11.782","MP","22800064"
"197","11.86","AA 18.00","22800064"
"197","13.158","10 10.00","22800064"
"197","13.893","7 18.00","22800064"
"197",NULL,NULL,"22800064"
"197",NULL,NULL,"22800064"
"198","1.4097","7 06.00","22800064"
"198","1.407","10 06.00","22800064"
"198","1.412","MP","22800064"
"198","1.415","AA 18.00","22800064"
"198","1.412","10 10.00","22800064"
"198","1.411","7 18.00","22800064"
"198",NULL,NULL,"22800064"
"198",NULL,NULL,"22800064"
"100","0.23","7 06.00","22800064"
"100","0.18","10 06.00","22800064"
"100","0.16","MP","22800064"
"100","0.22","7 18.00","22800064"
"100","0.17","10 18.00","22800064"
"100","0.11","AA 18.00","22800064"
"100","0.18","10 06.00","22800064"
"100","0.22","7 18.00","22800064"
"188","0.0",NULL,"22800064"
"188","1.0",NULL,"22800064"
"203","0.165","7 06.00","22800064"
"203","0.116","10 06.00","22800064"
"203","0.039","MP","22800064"
"203","0.207","7 18.00","22800064"
"203","0.144","10 18.00","22800064"
"203","0.026","AA 18.00","22800064"
"203","0.115","10 10.00","22800064"
"203","0.161","7 18.00","22800064"
"235","19.19","MP","22800064"
"235",NULL,NULL,"22800064"
"235",NULL,NULL,"22800064"
"235",NULL,NULL,"22800064"
"235",NULL,NULL,"22800064"
"236","72.6","MP","22800064"
"236",NULL,NULL,"22800064"
"236",NULL,NULL,"22800064"
"236",NULL,NULL,"22800064"
"236",NULL,NULL,"22800064"
"237","0.4","MP","22800064"
"237",NULL,NULL,"22800064"
"237",NULL,NULL,"22800064"
"237",NULL,NULL,"22800064"
"237",NULL,NULL,"22800064"
"238","8.19","MP","22800064"
"238",NULL,NULL,"22800064"
"238",NULL,NULL,"22800064"
"238",NULL,NULL,"22800064"
"238",NULL,NULL,"22800064"
"197","11.861","AA 18.00","22800066"
"197","11.788","MP","22800066"
"197","12.808","10 06.00","22800066"
"197","13.962","7 06.00","22800066"
"197","12.374","10 18.00","22800066"
"197",NULL,NULL,"22800066"
"198","1.412","AA 18.00","22800066"
"198","1.412","MP","22800066"
"198","1.403","10 06.00","22800066"
"198","1.425","7 06.00","22800066"
"198","1.407","10 18.00","22800066"
"198",NULL,NULL,"22800066"
"100","0.11","AA 18.00","22800066"
"100","0.19","7 18.00","22800066"
"100","0.18","MP","22800066"
"100","0.16","10 06.00","22800066"
"100","0.23","7 06.00","22800066"
"100","0.15","10 18.00","22800066"
"188","0.0",NULL,"22800066"
"188","1.0",NULL,"22800066"
"203","0.008","AA 18.00","22800066"
"203","0.152","7 18.00","22800066"
"203","0.026","MP","22800066"
"203","0.12","10 06.00","22800066"
"203","0.089","7 06.00","22800066"
"203","0.055","10 18.00","22800066"
"235","19.79","MP","22800066"
"235",NULL,NULL,"22800066"
"235",NULL,NULL,"22800066"
"235",NULL,NULL,"22800066"
"235",NULL,NULL,"22800066"
"235",NULL,NULL,"22800066"
"236","72.45","MP","22800066"
"236",NULL,NULL,"22800066"
"236",NULL,NULL,"22800066"
"236",NULL,NULL,"22800066"
"236",NULL,NULL,"22800066"
"236",NULL,NULL,"22800066"
"237","0.5","MP","22800066"
"237",NULL,NULL,"22800066"
"237",NULL,NULL,"22800066"
"237",NULL,NULL,"22800066"
"237",NULL,NULL,"22800066"
"237",NULL,NULL,"22800066"
"238","8.39","MP","22800066"
"238",NULL,NULL,"22800066"
"238",NULL,NULL,"22800066"
"238",NULL,NULL,"22800066"
"238",NULL,NULL,"22800066"
"238",NULL,NULL,"22800066"
"197","15.079","7 06.00","22800065"
"197","12.411","10 06.00","22800065"
"197","11.775","MP","22800065"
"197","15.594","7 18.00","22800065"
"197","11.223","10 18.00","22800065"
"197","12.019","AA 18.00","22800065"
"198","1.409","7 18.00","22800065"
"198","1.375","10 18.00","22800065"
"198","1.412","AA 18.00","22800065"
"198","1.391","7 06.00","22800065"
"198","1.414","10 06.00","22800065"
"198","1.415","MP","22800065"
"100","0.22","7 06.00","22800065"
"100","0.17","10 06.00","22800065"
"100","0.2","MP","22800065"
"100","0.22","7 18.00","22800065"
"100","0.24","10 18.00","22800065"
"100","0.1","AA 18.00","22800065"
"188","0.0",NULL,"22800065"
"188","1.0",NULL,"22800065"
"203","0.165","7 06.00","22800065"
"203","0.135","10 06.00","22800065"
"203","0.026","MP","22800065"
"203","0.2","7 18.00","22800065"
"203","0.269","10 18.00","22800065"
"203","0.034","AA 18.00","22800065"
"235","18.92","MP","22800065"
"235",NULL,NULL,"22800065"
"235",NULL,NULL,"22800065"
"235",NULL,NULL,"22800065"
"235",NULL,NULL,"22800065"
"236","73.51","MP","22800065"
"236",NULL,NULL,"22800065"
"236",NULL,NULL,"22800065"
"236",NULL,NULL,"22800065"
"236",NULL,NULL,"22800065"
"237","0.45","MP","22800065"
"237",NULL,NULL,"22800065"
"237",NULL,NULL,"22800065"
"237",NULL,NULL,"22800065"
"237",NULL,NULL,"22800065"
"238","8.13","MP","22800065"
"238",NULL,NULL,"22800065"
"238",NULL,NULL,"22800065"
"238",NULL,NULL,"22800065"
"238",NULL,NULL,"22800065"
"209","38.41","MP","22800051"
"209","38.94","MP","22800061"
"209","40.16","MP","22800064"
"209","38.4","MP","22800058"
"209","40.16","MP","22800064"
"209","41.67","MP","22800065"
"197","14.453","7 18.00","22800067"
"197","11.676","10 18.00","22800067"
"197","11.718","MP","22800067"
"197","11.623","AA 09:14","22800067"
"197","14.514","7 10.15","22800067"
"197","11.854","10 10.15","22800067"
"197","14.611","7 18.00","22800067"
"197","11.7","10 18.00","22800067"
"197","11.296","AA 18.00","22800067"
"198","1.416","7 18.00","22800067"
"198","1.411","10 18.00","22800067"
"198","1.41","MP","22800067"
"198","1.412","AA 09.14","22800067"
"198","1.4","7 10.15","22800067"
"198","1.407","10 10.15","22800067"
"198","1.416","7 18.00","22800067"
"198","1.40694","10 18.00","22800067"
"198","1.412","AA 18.00","22800067"
"100","0.22","7 18.00","22800067"
"100","0.14","10 18.00","22800067"
"100","0.12","MP","22800067"
"100","0.11","AA 09.14","22800067"
"100","0.18","7 10.15","22800067"
"100","0.15","10 10.15","22800067"
"100","0.22","7 18.00","22800067"
"100","0.11","10 18.00","22800067"
"100","0.08","AA 18.00","22800067"
"188","0.0",NULL,"22800067"
"188","1.0",NULL,"22800067"
"203","0.144","7 18.00","22800067"
"203","0.063","18.00","22800067"
"203","0.038","MP","22800067"
"203","0.065","AA 09.14","22800067"
"203","0.027","7 10.15","22800067"
"203","0.133","10 10.15","22800067"
"203","0.184","7 18.00","22800067"
"203","0.107","10 18.00","22800067"
"203","0.037","AA 18.00","22800067"
"235","20.28","MP","22800067"
"235",NULL,NULL,"22800067"
"235",NULL,NULL,"22800067"
"235",NULL,NULL,"22800067"
"235",NULL,NULL,"22800067"
"236","73.63","MP","22800067"
"236",NULL,NULL,"22800067"
"236",NULL,NULL,"22800067"
"236",NULL,NULL,"22800067"
"236",NULL,NULL,"22800067"
"237","0.55","MP","22800067"
"237",NULL,NULL,"22800067"
"237",NULL,NULL,"22800067"
"237",NULL,NULL,"22800067"
"237",NULL,NULL,"22800067"
"238","8.73","MP","22800067"
"238",NULL,NULL,"22800067"
"238",NULL,NULL,"22800067"
"238",NULL,NULL,"22800067"
"238",NULL,NULL,"22800067"
"197","11.707","AA 18.00","22800068"
"197","11.919","MP","22800068"
"197","13.744","7 06.00","22800068"
"197","11.482","10 06.00","22800068"
"197","11.641","AA 06.00","22800068"
"198","1.413","AA 18.00","22800068"
"198","1.413","MP","22800068"
"198","1.427","7 06.00","22800068"
"198","1.409","10 06.00","22800068"
"198","1.411","AA 06.00","22800068"
"100","0.12","AA 18.00","22800068"
"100","0.13","MP","22800068"
"100","0.22","7 06.00","22800068"
"100","0.13","10 06.00","22800068"
"100","0.2","AA 06.00","22800068"
"188","0.0",NULL,"22800068"
"188","1.0",NULL,"22800068"
"203","0.036","AA 18.00","22800068"
"203","0.04","MP","22800068"
"203","0.147","7 06.00","22800068"
"203","0.069","10 06.00","22800068"
"203","0.034","AA 06.00","22800068"
"235","19.98","MP","22800068"
"235",NULL,NULL,"22800068"
"235",NULL,NULL,"22800068"
"235",NULL,NULL,"22800068"
"235",NULL,NULL,"22800068"
"236","73.55","MP","22800068"
"236",NULL,NULL,"22800068"
"236",NULL,NULL,"22800068"
"236",NULL,NULL,"22800068"
"236",NULL,NULL,"22800068"
"237","0.51","MP","22800068"
"237",NULL,NULL,"22800068"
"237",NULL,NULL,"22800068"
"237",NULL,NULL,"22800068"
"237",NULL,NULL,"22800068"
"238","8.6","MP","22800068"
"238",NULL,NULL,"22800068"
"238",NULL,NULL,"22800068"
"238",NULL,NULL,"22800068"
"238",NULL,NULL,"22800068"
"209","38.83","MP","22800068"
"197","11.847","MP","22800069"
"197","15.305","7 06.00","22800069"
"197","12.65","10 06.00","22800069"
"197","12.533","AA 18.00","22800069"
"197",NULL,NULL,"22800069"
"198","1.411","MP","22800069"
"198","1.419","7 06.00","22800069"
"198","1.411","10 06.00","22800069"
"198","1.416","AA 18.00","22800069"
"198",NULL,NULL,"22800069"
"100","0.13","MP","22800069"
"100","0.23","7 06.00","22800069"
"100","0.13","10 06.00","22800069"
"100","0.11","AA 18.00","22800069"
"100",NULL,NULL,"22800069"
"188","0.0",NULL,"22800069"
"188","1.0",NULL,"22800069"
"203","0.049","MP","22800069"
"203","0.214","7 06.00","22800069"
"203","0.09","10 06.00","22800069"
"203","0.046","AA 18.00","22800069"
"235","19.79","MP","22800069"
"235",NULL,NULL,"22800069"
"235",NULL,NULL,"22800069"
"235",NULL,NULL,"22800069"
"235",NULL,NULL,"22800069"
"236","73.99","MP","22800069"
"236",NULL,NULL,"22800069"
"236",NULL,NULL,"22800069"
"236",NULL,NULL,"22800069"
"236",NULL,NULL,"22800069"
"237","0.51","MP","22800069"
"237",NULL,NULL,"22800069"
"237",NULL,NULL,"22800069"
"237",NULL,NULL,"22800069"
"237",NULL,NULL,"22800069"
"238","8.55","MP","22800069"
"238",NULL,NULL,"22800069"
"238",NULL,NULL,"22800069"
"238",NULL,NULL,"22800069"
"238",NULL,NULL,"22800069"
"209","38.98",NULL,"22800069"
"209","36.63",NULL,"22800067"
"209","37.85",NULL,"22800066"
"197","12.837","10 18.00","22800070"
"197","12.5","AA 18.00","22800070"
"197","11.875","MP","22800070"
"197","14.649","7 06.00","22800070"
"197","12.873","10 06.00","22800070"
"197","15.349","7 18.00","22800070"
"198","1.409","10 18.00","22800070"
"198","1.413","AA 18.00","22800070"
"198","1.412","MP","22800070"
"198","1.433","7 06.00","22800070"
"198","1.408","10 06.00","22800070"
"198","1.423","7 18.00","22800070"
"100","0.18","10 18.00","22800070"
"100","0.14","AA 18.00","22800070"
"100","0.1","MP","22800070"
"100","0.2","7 06.00","22800070"
"100","0.17","10 06.00","22800070"
"100","0.21","7 18.00","22800070"
"188","0.0",NULL,"22800070"
"188","1.0",NULL,"22800070"
"203","0.058","10 18.00","22800070"
"203","0.038","AA 18.00","22800070"
"203","0.026","MP","22800070"
"203","0.188","7 06.00","22800070"
"203","0.102","10 06.00","22800070"
"203","0.209","7 18.00","22800070"
"235","21.1","MP","22800070"
"235",NULL,NULL,"22800070"
"235",NULL,NULL,"22800070"
"235",NULL,NULL,"22800070"
"235",NULL,NULL,"22800070"
"236","73.02","MP","22800070"
"236",NULL,NULL,"22800070"
"236",NULL,NULL,"22800070"
"236",NULL,NULL,"22800070"
"236",NULL,NULL,"22800070"
"237","0.74","MP","22800070"
"237",NULL,NULL,"22800070"
"237",NULL,NULL,"22800070"
"237",NULL,NULL,"22800070"
"237",NULL,NULL,"22800070"
"238","8.97","MP","22800070"
"238",NULL,NULL,"22800070"
"238",NULL,NULL,"22800070"
"238",NULL,NULL,"22800070"
"238",NULL,NULL,"22800070"
"209","38.25","Muffelofen","22800070"
"197","11.246","AA 18.00","22800078"
"197","11.336","MP","22800078"
"198","1.406","AA 18.00","22800078"
"198","1.407","MP","22800078"
"100","0.11","AA 18.00","22800078"
"100","0.1","MP","22800078"
"188","0.0",NULL,"22800078"
"188","1.0",NULL,"22800078"
"203","0.031","AA 18.00","22800078"
"203","0.032","MP","22800078"
"235","20.68","MP","22800078"
"236","72.74","MP","22800078"
"237","0.59","MP","22800078"
"238","8.81","MP","22800078"
"197","7.74209","AA 18.00","22800079"
"197","7.5247","MP","22800079"
"197","8.9673","6 10.00","22800079"
"197","7.7538","AA 11.40","22800079"
"197",NULL,NULL,"22800079"
"198","1.407","AA 18.00","22800079"
"198","1.406","MP","22800079"
"198","1.398","6 10.00","22800079"
"198","1.408","AA 11.40","22800079"
"198",NULL,NULL,"22800079"
"100","0.11","AA 18.00","22800079"
"100","0.15","MP","22800079"
"100","0.15","6 10.00","22800079"
"100","0.12","AA 11.40","22800079"
"100",NULL,NULL,"22800079"
"188","0.0",NULL,"22800079"
"188","1.0",NULL,"22800079"
"203","0.053","AA 18.00","22800079"
"203","0.054","MP","22800079"
"203","0.139","6 10.00","22800079"
"203","0.046","AA 11.40","22800079"
"203",NULL,NULL,"22800079"
"209",NULL,NULL,"22800079"
"235","16.56","MP","22800079"
"235",NULL,NULL,"22800079"
"235",NULL,NULL,"22800079"
"235",NULL,NULL,"22800079"
"235",NULL,NULL,"22800079"
"236","74.94","MP","22800079"
"236",NULL,NULL,"22800079"
"236",NULL,NULL,"22800079"
"236",NULL,NULL,"22800079"
"236",NULL,NULL,"22800079"
"237","0.05","MP","22800079"
"237",NULL,NULL,"22800079"
"237",NULL,NULL,"22800079"
"237",NULL,NULL,"22800079"
"237",NULL,NULL,"22800079"
"238","7.33","MP","22800079"
"238",NULL,NULL,"22800079"
"238",NULL,NULL,"22800079"
"238",NULL,NULL,"22800079"
"238",NULL,NULL,"22800079"
"197","13.284","Oktabin 16","22800031"
"197","12.695","Oktabin 18 ","22800031"
"197","12.876","Kanister Reklama 65 ","22800031"
"197",NULL,NULL,"22800031"
"197",NULL,NULL,"22800031"
"198","1.41","Oktabin 16","22800031"
"198","1.411","Oktabin 18","22800031"
"198","1.412","Kanister Reklama 65 ","22800031"
